"N2","Depth"
0.00034506164149384,2.5158
0.000545602629394139,2.9686
0.00083035913594598,3.4159
0.00111188704703311,3.8676
0.00129363506428364,4.3087
0.00133786703694224,4.7079
0.00124501209226069,5.1549
0.00123364723158157,5.5519
0.0011334584798769,5.952
0.000974794760867255,6.3542
0.000767945455890729,6.754
0.000547262318511147,7.1492
0.000355450211462771,7.5502
0.000238019351301074,7.9479
0.000173916982915327,8.299
0.000138563400288646,8.6992
0.00011887631356757,9.1
0.000123011027466046,9.5018
0.000135747787718362,9.9015
0.000146882193923419,10.2488
0.000163684054813988,10.5988
0.000179466487224074,10.9511
0.000179883243736361,11.3011
0.000157522057947909,11.6519
0.000152603297730115,12.0365
0.000156776840840724,12.387
0.000125177115595027,12.7389
0.000100841596627837,13.1358
7.28958191884647e-05,13.4846
6.35412421751476e-05,13.8847
