KorDSS MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,4/16/21 16:44,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,TIME,SITE,DATA ID,GPS Latitude (),GPS Longitude (),Barometer (mmHg),Pressure (psi a),Depth (m),Vertical Position (m),ODO (% Sat),ODO (mg/L),Turbidity (FNU),TSS (mg/L),Cond (S/cm),Sp Cond (S/cm),Sal (psu),nLFCond (S/cm),TDS (mg/L),Temp (F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),pH,pH (mV),ORP (mV),
5/27/20,11:41:00 AM,DL (deep),,47.17039,-95.16797,717.7,3.479,2.447,2.517,110.2,11.69,2.09,0,99,129.5,0.06,131.7,84,54.8,10101,-0.5,-0.5,,,,
5/27/20,11:41:02 AM,DL (deep),,47.17039,-95.16797,717.8,3.498,2.461,2.517,110,11.69,2.05,0,99,129.7,0.06,131.9,84,54.6,10106.1,-0.5,-0.5,,,,
5/27/20,11:41:04 AM,DL (deep),,47.17039,-95.16797,717.7,3.523,2.478,2.548,109.7,11.68,2.03,0,98.9,129.9,0.06,132.1,84,54.5,10115.3,-0.5,-0.5,,,,
5/27/20,11:41:06 AM,DL (deep),,47.17039,-95.16797,717.7,3.558,2.503,2.556,109.3,11.67,2.01,0,98.7,130.1,0.06,132.3,85,54.3,10128.6,-0.5,-0.5,,,,
5/27/20,11:41:08 AM,DL (deep),,47.17039,-95.16797,717.7,3.57,2.511,2.557,109.2,11.68,1.97,0,98.7,130.3,0.06,132.5,85,54.1,10134.8,-0.5,-0.5,,,,
5/27/20,11:41:10 AM,DL (deep),,47.17039,-95.16797,717.7,3.582,2.519,2.558,109.3,11.71,2.01,0,98.6,130.4,0.06,132.6,85,54,10142,-0.5,-0.5,,,,
5/27/20,11:41:12 AM,DL (deep),,47.17039,-95.16797,717.8,3.593,2.528,2.558,109.2,11.71,2.14,0,98.5,130.4,0.06,132.6,85,53.9,10152.3,-0.5,-0.5,,,,
5/27/20,11:41:14 AM,DL (deep),,47.17039,-95.16797,717.8,3.599,2.532,2.549,109.2,11.72,2.16,0,98.4,130.3,0.06,132.6,85,53.9,10162.6,-0.5,-0.5,,,,
5/27/20,11:41:16 AM,DL (deep),,47.17039,-95.16796,717.7,3.582,2.519,2.485,109.5,11.74,2.18,0,98.3,130,0.06,132.3,85,54,10171.9,-0.5,-0.5,,,,
5/27/20,11:41:18 AM,DL (deep),,47.17039,-95.16796,717.7,3.558,2.503,2.481,109.9,11.77,2.3,0,98.2,129.8,0.06,132,84,54.1,10179.2,-0.5,-0.5,,,,
5/27/20,11:41:20 AM,DL (deep),,47.17039,-95.16796,717.7,3.534,2.486,2.486,110.1,11.79,2.33,0,98.2,129.7,0.06,131.9,84,54.1,10182.3,-0.5,-0.5,,,,
5/27/20,11:41:22 AM,DL (deep),,47.17039,-95.16796,717.8,3.513,2.471,2.491,110.5,11.81,2.2,0,98.2,129.6,0.06,131.8,84,54.2,10181.2,-0.5,-0.5,,,,
5/27/20,11:41:24 AM,DL (deep),,47.17039,-95.16796,717.7,3.501,2.463,2.501,110.8,11.84,2.14,0,98.3,129.5,0.06,131.7,84,54.2,10177.1,-0.5,-0.5,,,,
5/27/20,11:41:26 AM,DL (deep),,47.17039,-95.16795,717.7,3.503,2.464,2.496,110.9,11.85,2.2,0,98.3,129.6,0.06,131.8,84,54.2,10175,-0.5,-0.5,,,,
5/27/20,11:41:28 AM,DL (deep),,47.17039,-95.16795,717.7,3.51,2.469,2.497,111,11.86,2.09,0,98.3,129.6,0.06,131.8,84,54.2,10172.9,-0.5,-0.5,,,,
5/27/20,11:41:30 AM,DL (deep),,47.17039,-95.16795,717.7,3.514,2.472,2.496,111.1,11.87,2.04,0,98.3,129.6,0.06,131.8,84,54.2,10174,-0.5,-0.5,,,,
5/27/20,11:41:32 AM,DL (deep),,47.17039,-95.16795,717.8,3.514,2.472,2.496,111.2,11.88,2.04,0,98.3,129.5,0.06,131.7,84,54.3,10174,-0.5,-0.5,,,,
5/27/20,11:41:34 AM,DL (deep),,47.17038,-95.16795,717.9,3.509,2.468,2.494,111.4,11.9,2.04,0,98.3,129.5,0.06,131.8,84,54.3,10171.9,-0.5,-0.5,,,,
5/27/20,11:41:36 AM,DL (deep),,47.17038,-95.16795,717.7,3.51,2.469,2.487,111.5,11.91,1.99,0,98.3,129.6,0.06,131.8,84,54.2,10171.9,-0.5,-0.5,,,,
5/27/20,11:41:38 AM,DL (deep),,47.17038,-95.16795,717.8,3.505,2.465,2.481,111.5,11.92,2,0,98.3,129.6,0.06,131.8,84,54.2,10172.9,-0.5,-0.5,,,,
5/27/20,11:41:40 AM,DL (deep),,47.17038,-95.16795,717.7,3.499,2.462,2.472,111.4,11.91,1.96,0,98.3,129.6,0.06,131.9,84,54.2,10174,-0.5,-0.5,,,,
5/27/20,11:41:42 AM,DL (deep),,47.17037,-95.16795,717.8,3.488,2.454,2.468,111.2,11.9,1.97,0,98.2,129.6,0.06,131.8,84,54.2,10183.3,-0.5,-0.5,,,,
5/27/20,11:41:44 AM,DL (deep),,47.17037,-95.16795,717.9,3.484,2.451,2.482,111,11.88,1.97,0,98.1,129.6,0.06,131.8,84,54.1,10192.6,-0.5,-0.5,,,,
5/27/20,11:41:46 AM,DL (deep),,47.17037,-95.16795,717.7,3.487,2.453,2.5,110.7,11.85,1.96,0,98,129.5,0.06,131.7,84,54.1,10199.9,-0.5,-0.5,,,,
5/27/20,11:41:48 AM,DL (deep),,47.17037,-95.16795,717.7,3.51,2.469,2.614,110.4,11.83,1.97,0,98,129.5,0.06,131.8,84,54,10207.2,-0.5,-0.5,,,,
5/27/20,11:41:50 AM,DL (deep),,47.17036,-95.16795,717.7,3.567,2.509,2.669,110,11.8,2,0,97.9,129.7,0.06,132,84,53.9,10213.5,-0.5,-0.5,,,,
5/27/20,11:41:52 AM,DL (deep),,47.17036,-95.16796,717.8,3.626,2.551,2.676,109.8,11.81,2.01,0,97.9,130.1,0.06,132.3,85,53.7,10216.6,-0.5,-0.4,,,,
5/27/20,11:41:54 AM,DL (deep),,47.17036,-95.16796,717.8,3.691,2.597,2.693,109.6,11.83,2,0,97.8,130.5,0.06,132.8,85,53.4,10220.8,-0.4,-0.4,,,,
5/27/20,11:41:56 AM,DL (deep),,47.17036,-95.16796,717.8,3.77,2.652,2.767,109.5,11.87,2.04,0,97.8,131,0.06,133.3,85,53.1,10227,-0.4,-0.4,,,,
5/27/20,11:41:58 AM,DL (deep),,47.17036,-95.16796,717.8,3.821,2.688,2.795,109.6,11.93,2.01,0,97.8,131.7,0.06,134,86,52.7,10227,-0.4,-0.4,,,,
5/27/20,11:42:00 AM,DL (deep),,47.17036,-95.16797,717.7,3.859,2.714,2.791,110,12.02,2.02,0,97.9,132.4,0.06,134.7,86,52.4,10219.7,-0.4,-0.4,,,,
5/27/20,11:42:02 AM,DL (deep),,47.17035,-95.16797,717.8,3.893,2.738,2.786,110.5,12.11,2,0,98,132.9,0.06,135.3,86,52.2,10207.2,-0.4,-0.3,,,,
5/27/20,11:42:04 AM,DL (deep),,47.17035,-95.16798,717.8,3.922,2.758,2.792,111,12.2,1.98,0,98.1,133.5,0.06,135.9,87,52,10190.6,-0.4,-0.3,,,,
5/27/20,11:42:06 AM,DL (deep),,47.17035,-95.16798,717.7,3.938,2.77,2.826,111.5,12.28,1.97,0,98.3,134,0.06,136.4,87,51.9,10171.9,-0.3,-0.3,,,,
5/27/20,11:42:08 AM,DL (deep),,47.17035,-95.16798,717.7,3.953,2.781,2.854,112.1,12.36,1.92,0,98.5,134.5,0.06,136.9,87,51.8,10154.3,-0.3,-0.3,,,,
5/27/20,11:42:10 AM,DL (deep),,47.17035,-95.16798,717.7,3.978,2.798,2.884,112.4,12.41,1.9,0,98.7,135,0.06,137.4,88,51.7,10130.7,-0.3,-0.3,,,,
5/27/20,11:42:12 AM,DL (deep),,47.17035,-95.16798,717.8,4.008,2.819,2.897,112.7,12.46,1.92,0,98.9,135.6,0.06,138,88,51.5,10110.2,-0.3,-0.3,,,,
5/27/20,11:42:14 AM,DL (deep),,47.17035,-95.16798,717.7,4.05,2.849,2.924,112.7,12.49,1.93,0,99.1,136.1,0.06,138.5,88,51.4,10089.8,-0.3,-0.3,,,,
5/27/20,11:42:16 AM,DL (deep),,47.17035,-95.16798,717.7,4.081,2.87,2.932,112.7,12.51,1.91,0,99.3,136.7,0.06,139.1,89,51.2,10072.5,-0.3,-0.3,,,,
5/27/20,11:42:18 AM,DL (deep),,47.17035,-95.16799,717.7,4.106,2.888,2.934,112.6,12.53,1.94,0,99.4,137.2,0.06,139.6,89,51.1,10057.3,-0.3,-0.3,,,,
5/27/20,11:42:20 AM,DL (deep),,47.17035,-95.16799,717.6,4.127,2.903,2.95,112.4,12.52,1.94,0,99.5,137.5,0.06,139.9,89,51,10046.2,-0.3,-0.3,,,,
5/27/20,11:42:22 AM,DL (deep),,47.17035,-95.16799,717.7,4.143,2.914,2.968,112.2,12.52,1.93,0,99.6,137.8,0.07,140.3,90,50.9,10037.1,-0.3,-0.3,,,,
5/27/20,11:42:24 AM,DL (deep),,47.17035,-95.16799,717.7,4.158,2.924,2.977,112.1,12.52,1.95,0,99.7,138.2,0.07,140.6,90,50.8,10028.1,-0.3,-0.3,,,,
5/27/20,11:42:26 AM,DL (deep),,47.17035,-95.16798,717.7,4.172,2.934,2.974,112,12.52,1.98,0,99.8,138.4,0.07,140.9,90,50.7,10019,-0.3,-0.3,,,,
5/27/20,11:42:28 AM,DL (deep),,47.17034,-95.16798,717.7,4.187,2.945,2.991,111.9,12.53,1.99,0,99.9,138.7,0.07,141.2,90,50.6,10012,-0.3,-0.3,,,,
5/27/20,11:42:30 AM,DL (deep),,47.17034,-95.16798,717.7,4.201,2.955,2.994,111.8,12.53,2.01,0,99.9,139.1,0.07,141.5,90,50.5,10005,-0.3,-0.2,,,,
5/27/20,11:42:32 AM,DL (deep),,47.17034,-95.16798,717.7,4.21,2.961,3,111.6,12.52,2.04,0,100,139.4,0.07,141.8,91,50.4,9996,-0.3,-0.2,,,,
5/27/20,11:42:34 AM,DL (deep),,47.17034,-95.16798,717.7,4.221,2.969,3.016,111.4,12.52,2.08,0,100.1,139.7,0.07,142.1,91,50.3,9986,-0.3,-0.2,,,,
5/27/20,11:42:36 AM,DL (deep),,47.17033,-95.16798,717.7,4.233,2.977,3.011,111.2,12.5,2.1,0,100.2,140,0.07,142.5,91,50.2,9976.1,-0.3,-0.2,,,,
5/27/20,11:42:38 AM,DL (deep),,47.17034,-95.16797,717.8,4.234,2.978,3.002,110.9,12.48,2.13,0,100.4,140.3,0.07,142.8,91,50.1,9965.1,-0.2,-0.2,,,,
5/27/20,11:42:40 AM,DL (deep),,47.17035,-95.16797,717.7,4.235,2.979,2.986,110.6,12.46,2.14,0,100.4,140.6,0.07,143.1,91,50.1,9957.2,-0.2,-0.2,,,,
5/27/20,11:42:42 AM,DL (deep),,47.17035,-95.16796,717.8,4.226,2.972,2.962,110.3,12.44,2.12,0,100.5,140.7,0.07,143.2,91,50.1,9951.2,-0.2,-0.2,,,,
5/27/20,11:42:44 AM,DL (deep),,47.17035,-95.16796,717.7,4.203,2.956,2.925,110.1,12.41,2.07,0,100.5,140.6,0.07,143.1,91,50.1,9953.2,-0.2,-0.2,,,,
5/27/20,11:42:46 AM,DL (deep),,47.17036,-95.16796,717.7,4.172,2.934,2.892,110,12.39,2.03,0,100.4,140.3,0.07,142.7,91,50.2,9962.1,-0.3,-0.2,,,,
5/27/20,11:42:48 AM,DL (deep),,47.17036,-95.16796,717.7,4.132,2.906,2.875,110,12.36,1.99,0,100.2,139.7,0.07,142.1,91,50.4,9977.1,-0.3,-0.2,,,,
5/27/20,11:42:50 AM,DL (deep),,47.17036,-95.16796,717.7,4.101,2.884,2.884,110.2,12.34,1.95,0,100,139,0.07,141.4,90,50.6,9999,-0.3,-0.3,,,,
5/27/20,11:42:52 AM,DL (deep),,47.17037,-95.16796,717.7,4.086,2.873,2.921,110.4,12.34,1.91,0,99.8,138.3,0.07,140.7,90,50.8,10021,-0.3,-0.3,,,,
5/27/20,11:42:54 AM,DL (deep),,47.17037,-95.16796,717.8,4.089,2.876,2.962,110.7,12.35,1.89,0,99.6,137.9,0.07,140.3,90,50.9,10037.1,-0.3,-0.3,,,,
5/27/20,11:42:56 AM,DL (deep),,47.17037,-95.16795,717.8,4.118,2.897,2.999,110.8,12.36,1.85,0,99.6,137.8,0.07,140.2,90,50.9,10042.2,-0.3,-0.3,,,,
5/27/20,11:42:58 AM,DL (deep),,47.17037,-95.16795,717.8,4.158,2.925,3.019,110.8,12.36,1.91,0,99.6,138,0.07,140.4,90,50.8,10039.2,-0.3,-0.3,,,,
5/27/20,11:43:00 AM,DL (deep),,47.17037,-95.16795,717.7,4.199,2.953,3.035,110.5,12.36,2.02,0,99.7,138.4,0.07,140.9,90,50.6,10027.1,-0.3,-0.3,,,,
5/27/20,11:43:02 AM,DL (deep),,47.17037,-95.16795,717.8,4.244,2.985,3.054,110.1,12.34,2.09,0,99.9,139,0.07,141.5,90,50.5,10012,-0.3,-0.2,,,,
5/27/20,11:43:04 AM,DL (deep),,47.17037,-95.16795,717.7,4.272,3.004,3.06,109.6,12.32,2.13,0,100,139.6,0.07,142.1,91,50.3,9997,-0.3,-0.2,,,,
5/27/20,11:43:06 AM,DL (deep),,47.17037,-95.16795,717.8,4.294,3.02,3.062,109.1,12.29,2.24,0,100.1,140,0.07,142.5,91,50.1,9988,-0.2,-0.2,,,,
5/27/20,11:43:08 AM,DL (deep),,47.17037,-95.16795,717.7,4.307,3.029,3.06,108.7,12.26,2.28,0,100.2,140.3,0.07,142.8,91,50,9983,-0.2,-0.2,,,,
5/27/20,11:43:10 AM,DL (deep),,47.17037,-95.16795,717.8,4.314,3.034,3.066,108.3,12.23,2.24,0,100.2,140.5,0.07,143,91,49.9,9980,-0.2,-0.2,,,,
5/27/20,11:43:12 AM,DL (deep),,47.17037,-95.16795,717.8,4.318,3.037,3.069,108,12.2,2.26,0,100.2,140.7,0.07,143.2,91,49.9,9979,-0.2,-0.2,,,,
5/27/20,11:43:14 AM,DL (deep),,47.17036,-95.16795,717.8,4.322,3.039,3.072,107.7,12.17,2.3,0,100.2,140.8,0.07,143.3,91,49.9,9975.1,-0.2,-0.2,,,,
5/27/20,11:43:16 AM,DL (deep),,47.17037,-95.16795,717.7,4.325,3.042,3.074,107.5,12.15,2.31,0,100.3,140.9,0.07,143.4,92,49.8,9970.1,-0.2,-0.2,,,,
5/27/20,11:43:18 AM,DL (deep),,47.17037,-95.16795,717.8,4.33,3.045,3.075,107.2,12.13,2.29,0,100.4,141,0.07,143.5,92,49.8,9965.1,-0.2,-0.2,,,,
5/27/20,11:43:20 AM,DL (deep),,47.17037,-95.16795,717.7,4.329,3.045,3.075,107,12.12,2.33,0,100.4,141.2,0.07,143.7,92,49.7,9961.2,-0.2,-0.2,,,,
5/27/20,11:43:22 AM,DL (deep),,47.17037,-95.16795,717.8,4.333,3.047,3.076,106.8,12.11,2.32,0,100.4,141.5,0.07,144,92,49.7,9957.2,-0.2,-0.2,,,,
5/27/20,11:43:24 AM,DL (deep),,47.17037,-95.16795,717.9,4.335,3.048,3.075,106.6,12.09,2.34,0,100.4,141.6,0.07,144.1,92,49.6,9958.2,-0.2,-0.2,,,,
5/27/20,11:43:26 AM,DL (deep),,47.17037,-95.16795,717.8,4.334,3.048,3.075,106.4,12.07,2.34,0,100.4,141.6,0.07,144.1,92,49.6,9960.2,-0.2,-0.2,,,,
5/27/20,11:43:28 AM,DL (deep),,47.17037,-95.16795,717.7,4.337,3.05,3.076,106.1,12.04,2.36,0,100.4,141.6,0.07,144.1,92,49.6,9962.1,-0.2,-0.2,,,,
5/27/20,11:43:30 AM,DL (deep),,47.17037,-95.16795,717.7,4.337,3.05,3.076,105.8,12.01,2.39,0,100.4,141.6,0.07,144.1,92,49.6,9963.1,-0.2,-0.2,,,,
5/27/20,11:43:32 AM,DL (deep),,47.17037,-95.16795,717.8,4.337,3.05,3.077,105.6,11.98,2.44,0,100.4,141.6,0.07,144.1,92,49.6,9964.1,-0.2,-0.2,,,,
5/27/20,11:43:34 AM,DL (deep),,47.17037,-95.16795,717.7,4.337,3.05,3.078,105.3,11.95,2.55,0,100.4,141.6,0.07,144.1,92,49.5,9963.1,-0.2,-0.2,,,,
5/27/20,11:43:36 AM,DL (deep),,47.17037,-95.16795,717.7,4.34,3.052,3.079,105,11.92,2.59,0,100.4,141.7,0.07,144.2,92,49.5,9960.2,-0.2,-0.2,,,,
5/27/20,11:43:38 AM,DL (deep),,47.17037,-95.16796,717.7,4.345,3.056,3.103,104.7,11.89,2.55,0,100.4,141.7,0.07,144.2,92,49.5,9958.2,-0.2,-0.2,,,,
5/27/20,11:43:40 AM,DL (deep),,47.17037,-95.16796,717.7,4.358,3.065,3.127,104.5,11.86,2.55,0,100.4,141.8,0.07,144.3,92,49.5,9957.2,-0.2,-0.2,,,,
5/27/20,11:43:42 AM,DL (deep),,47.17037,-95.16796,717.8,4.39,3.087,3.209,104,11.82,2.55,0,100.4,141.9,0.07,144.4,92,49.4,9960.2,-0.2,-0.2,,,,
5/27/20,11:43:44 AM,DL (deep),,47.17037,-95.16796,717.7,4.436,3.12,3.238,103.4,11.78,2.55,0,100.4,142.2,0.07,144.8,92,49.3,9963.1,-0.2,-0.2,,,,
5/27/20,11:43:46 AM,DL (deep),,47.17037,-95.16796,717.7,4.514,3.174,3.386,98.2,11.23,2.54,0,100.3,142.9,0.07,145.4,93,48.9,9974.1,-0.2,-0.2,,,,
5/27/20,11:43:48 AM,DL (deep),,47.17037,-95.16796,717.8,4.608,3.241,3.399,96.8,11.13,2.73,0,100.2,143.5,0.07,146,93,48.5,9984,-0.2,-0.2,,,,
5/27/20,11:43:50 AM,DL (deep),,47.17037,-95.16797,717.7,4.696,3.302,3.457,95.2,11,2.93,0,100,144,0.07,146.6,94,48.2,10004,-0.2,-0.1,,,,
5/27/20,11:43:52 AM,DL (deep),,47.17037,-95.16797,717.8,4.783,3.363,3.493,94.1,10.93,2.96,0,99.8,144.7,0.07,147.2,94,47.7,10024.1,-0.1,-0.1,,,,
5/27/20,11:43:54 AM,DL (deep),,47.17037,-95.16797,717.7,4.862,3.419,3.498,93.4,10.91,3.04,0,99.6,145.3,0.07,147.8,94,47.4,10040.2,-0.1,-0.1,,,,
5/27/20,11:43:56 AM,DL (deep),,47.17037,-95.16797,717.7,4.896,3.443,3.51,89.2,10.45,3.4,0,99.5,145.6,0.07,148.2,95,47.2,10050.3,-0.1,-0.1,,,,
5/27/20,11:43:58 AM,DL (deep),,47.17037,-95.16798,717.7,4.929,3.466,3.512,87.9,10.33,3.44,0,99.4,145.9,0.07,148.5,95,46.9,10062.4,-0.1,-0.1,,,,
5/27/20,11:44:00 AM,DL (deep),,47.17037,-95.16798,717.8,4.948,3.48,3.521,87.4,10.29,3.38,0,99.3,146.2,0.07,148.8,95,46.8,10068.5,-0.1,-0.1,,,,
5/27/20,11:44:02 AM,DL (deep),,47.17037,-95.16798,717.7,4.956,3.485,3.518,86.7,10.22,3.52,0,99.2,146.3,0.07,148.8,95,46.7,10078.6,-0.1,-0.1,,,,
5/27/20,11:44:04 AM,DL (deep),,47.17037,-95.16798,717.7,4.963,3.49,3.519,86,10.15,3.69,0,99,146.1,0.07,148.6,95,46.7,10095.9,-0.1,-0.1,,,,
5/27/20,11:44:06 AM,DL (deep),,47.17037,-95.16799,717.7,4.967,3.493,3.517,85.4,10.08,3.39,0,98.8,145.8,0.07,148.3,95,46.6,10117.4,-0.1,-0.1,,,,
5/27/20,11:44:08 AM,DL (deep),,47.17037,-95.16799,717.7,4.967,3.493,3.518,84.9,10.01,3.24,0,98.6,145.6,0.07,148.1,95,46.6,10136.8,-0.1,-0.1,,,,
5/27/20,11:44:10 AM,DL (deep),,47.17037,-95.16799,717.7,4.966,3.492,3.518,83.9,9.9,3.18,0,98.6,145.5,0.07,148,95,46.6,10145.1,-0.1,-0.1,,,,
5/27/20,11:44:12 AM,DL (deep),,47.17037,-95.16799,717.7,4.97,3.495,3.531,83,9.8,3.07,0,98.5,145.4,0.07,148,95,46.6,10151.3,-0.1,-0.1,,,,
5/27/20,11:44:14 AM,DL (deep),,47.17036,-95.16799,717.7,4.968,3.494,3.498,82,9.69,2.87,0,98.5,145.5,0.07,148.1,95,46.5,10154.3,-0.1,-0.1,,,,
5/27/20,11:44:16 AM,DL (deep),,47.17036,-95.16799,717.7,4.959,3.487,3.476,81.1,9.6,2.9,0,98.5,145.7,0.07,148.2,95,46.4,10155.4,-0.1,-0.1,,,,
5/27/20,11:44:18 AM,DL (deep),,47.17036,-95.16798,717.7,4.943,3.476,3.456,80.1,9.49,2.94,0,98.4,145.8,0.07,148.4,95,46.4,10158.5,-0.1,-0.1,,,,
5/27/20,11:44:20 AM,DL (deep),,47.17036,-95.16798,717.7,4.916,3.457,3.43,79.2,9.38,2.99,0,98.4,145.8,0.07,148.4,95,46.3,10162.6,-0.1,-0.1,,,,
5/27/20,11:44:22 AM,DL (deep),,47.17036,-95.16798,717.8,4.881,3.432,3.403,78.3,9.27,3,0,98.4,145.8,0.07,148.3,95,46.4,10162.6,-0.1,-0.1,,,,
5/27/20,11:44:24 AM,DL (deep),,47.17035,-95.16798,717.7,4.849,3.409,3.38,77.5,9.17,2.99,0,98.4,145.6,0.07,148.1,95,46.5,10159.5,-0.1,-0.1,,,,
5/27/20,11:44:26 AM,DL (deep),,47.17035,-95.16798,717.7,4.813,3.384,3.364,77,9.1,3,0,98.5,145.5,0.07,148,95,46.6,10148.2,-0.1,-0.1,,,,
5/27/20,11:44:28 AM,DL (deep),,47.17035,-95.16798,717.7,4.785,3.365,3.369,76.9,9.06,2.97,0,98.7,145.3,0.07,147.8,94,46.8,10133.8,-0.1,-0.1,,,,
5/27/20,11:44:30 AM,DL (deep),,47.17035,-95.16798,717.7,4.775,3.358,3.404,77,9.05,2.95,0,98.8,145.2,0.07,147.7,94,46.9,10118.4,-0.1,-0.1,,,,
5/27/20,11:44:32 AM,DL (deep),,47.17035,-95.16798,717.7,4.782,3.363,3.447,77.3,9.08,2.97,0,98.9,145.2,0.07,147.7,94,47,10107.1,-0.1,-0.1,,,,
5/27/20,11:44:34 AM,DL (deep),,47.17035,-95.16798,717.7,4.812,3.384,3.484,77.7,9.13,2.99,0,99,145.3,0.07,147.8,94,47,10104.1,-0.1,-0.1,,,,
5/27/20,11:44:36 AM,DL (deep),,47.17035,-95.16798,717.7,4.849,3.41,3.497,78,9.17,3.03,0,98.9,145.4,0.07,148,95,46.8,10108.2,-0.1,-0.1,,,,
5/27/20,11:44:38 AM,DL (deep),,47.17035,-95.16798,717.7,4.891,3.439,3.497,78.2,9.21,3.06,0,98.9,145.6,0.07,148.1,95,46.7,10116.3,-0.1,-0.1,,,,
5/27/20,11:44:40 AM,DL (deep),,47.17035,-95.16799,717.8,4.918,3.459,3.501,78.2,9.22,3.14,0,98.7,145.7,0.07,148.2,95,46.6,10128.6,-0.1,-0.1,,,,
5/27/20,11:44:42 AM,DL (deep),,47.17035,-95.16799,717.7,4.935,3.47,3.5,78,9.22,3.12,0,98.6,145.7,0.07,148.2,95,46.5,10142,-0.1,-0.1,,,,
5/27/20,11:44:44 AM,DL (deep),,47.17035,-95.16799,717.7,4.939,3.473,3.504,77.8,9.2,3.07,0,98.5,145.6,0.07,148.2,95,46.5,10152.3,-0.1,-0.1,,,,
5/27/20,11:44:46 AM,DL (deep),,47.17035,-95.16799,717.7,4.945,3.477,3.511,77.6,9.17,3.01,0,98.4,145.6,0.07,148.2,95,46.5,10157.4,-0.1,-0.1,,,,
5/27/20,11:44:48 AM,DL (deep),,47.17035,-95.16799,717.7,4.951,3.481,3.518,77.2,9.14,2.99,0,98.4,145.7,0.07,148.2,95,46.4,10160.5,-0.1,-0.1,,,,
5/27/20,11:44:50 AM,DL (deep),,47.17036,-95.16799,717.8,4.955,3.484,3.519,76.9,9.11,2.91,0,98.4,145.7,0.07,148.3,95,46.4,10160.5,-0.1,-0.1,,,,
5/27/20,11:44:52 AM,DL (deep),,47.17036,-95.16799,717.7,4.96,3.487,3.52,76.7,9.07,2.88,0,98.4,145.7,0.07,148.3,95,46.4,10157.4,-0.1,-0.1,,,,
5/27/20,11:44:54 AM,DL (deep),,47.17036,-95.16799,717.7,4.964,3.491,3.52,76.4,9.04,2.85,0,98.5,145.7,0.07,148.2,95,46.5,10154.3,-0.1,-0.1,,,,
5/27/20,11:44:56 AM,DL (deep),,47.17036,-95.16799,717.7,4.968,3.494,3.519,76.2,9.01,2.85,0,98.5,145.6,0.07,148.2,95,46.5,10154.3,-0.1,-0.1,,,,
5/27/20,11:44:58 AM,DL (deep),,47.17036,-95.16799,717.7,4.969,3.494,3.52,75.9,8.98,2.87,0,98.5,145.5,0.07,148,95,46.5,10156.4,-0.1,-0.1,,,,
5/27/20,11:45:00 AM,DL (deep),,47.17035,-95.16799,717.7,4.969,3.494,3.517,75.7,8.95,2.92,0,98.4,145.4,0.07,147.9,95,46.6,10158.5,-0.1,-0.1,,,,
5/27/20,11:45:02 AM,DL (deep),,47.17035,-95.16799,717.7,4.97,3.494,3.518,75.6,8.93,2.97,0,98.4,145.4,0.07,147.9,95,46.5,10160.5,-0.1,-0.1,,,,
5/27/20,11:45:04 AM,DL (deep),,47.17035,-95.16799,717.7,4.968,3.493,3.519,75.5,8.93,3.03,0,98.4,145.5,0.07,148,95,46.5,10162.6,-0.1,-0.1,,,,
5/27/20,11:45:06 AM,DL (deep),,47.17035,-95.16799,717.7,4.967,3.493,3.518,75.4,8.92,3.08,0,98.4,145.6,0.07,148.1,95,46.4,10163.6,-0.1,-0.1,,,,
5/27/20,11:45:08 AM,DL (deep),,47.17035,-95.16799,717.7,4.967,3.493,3.52,75.3,8.92,3.06,0,98.4,145.7,0.07,148.2,95,46.4,10166.7,-0.1,-0.1,,,,
5/27/20,11:45:10 AM,DL (deep),,47.17035,-95.16799,717.7,4.97,3.495,3.521,75.3,8.92,3.06,0,98.3,145.8,0.07,148.3,95,46.3,10172.9,-0.1,-0.1,,,,
5/27/20,11:45:12 AM,DL (deep),,47.17035,-95.16799,717.7,4.971,3.495,3.522,75.2,8.92,3.04,0,98.3,145.8,0.07,148.3,95,46.3,10178.1,-0.1,-0.1,,,,
5/27/20,11:45:14 AM,DL (deep),,47.17035,-95.16799,717.7,4.974,3.498,3.543,75,8.9,3.04,0,98.2,145.8,0.07,148.3,95,46.2,10183.3,-0.1,-0.1,,,,
5/27/20,11:45:16 AM,DL (deep),,47.17035,-95.16799,717.7,4.984,3.505,3.547,74.8,8.88,2.99,0,98.2,145.8,0.07,148.3,95,46.2,10187.4,-0.1,-0.1,,,,
5/27/20,11:45:18 AM,DL (deep),,47.17035,-95.16801,717.7,4.989,3.508,3.54,74.6,8.85,3.01,0,98.1,145.8,0.07,148.3,95,46.2,10190.6,-0.1,-0.1,,,,
5/27/20,11:45:20 AM,DL (deep),,47.17035,-95.16801,717.7,5.001,3.517,3.574,74.3,8.82,3.02,0,98.1,145.8,0.07,148.3,95,46.2,10192.6,-0.1,-0.1,,,,
5/27/20,11:45:22 AM,DL (deep),,47.17035,-95.16801,717.7,5.025,3.533,3.613,74,8.79,3.1,0,98.1,145.9,0.07,148.4,95,46.1,10196.8,-0.1,-0.1,,,,
