KorDSS MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,4/16/21 16:44,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,TIME,SITE,DATA ID,GPS Latitude (),GPS Longitude (),Barometer (mmHg),Pressure (psi a),Depth (m),Vertical Position (m),ODO (% Sat),ODO (mg/L),Turbidity (FNU),TSS (mg/L),Cond (S/cm),Sp Cond (S/cm),Sal (psu),nLFCond (S/cm),TDS (mg/L),Temp (F),Resistivity (ohms-cm),Sigma-T (s t),Sigma (s),pH,pH (mV),ORP (mV),
5/27/20,11:30:00 AM,DL (deep),,47.17038,-95.16795,717.7,-0.014,-0.01,0.018,89.1,8.15,4.26,0,1.4,1.5,0,1.5,1,67.5,740740.8,-1.7,-1.7,,,,
5/27/20,11:30:02 AM,DL (deep),,47.17039,-95.16795,717.7,-0.014,-0.01,0.019,89.5,8.19,4.2,0,1.4,1.5,0,1.6,1,68,719424.4,-1.8,-1.8,,,,
5/27/20,11:30:04 AM,DL (deep),,47.17039,-95.16795,717.8,-0.012,-0.008,0.018,89.3,8.13,3.78,0,1.4,1.5,0,1.6,1,67.9,714285.7,-1.8,-1.8,,,,
5/27/20,11:30:06 AM,DL (deep),,47.17039,-95.16795,717.8,-0.013,-0.009,0.018,89.4,8.14,3.99,0,1.4,1.5,0,1.5,1,67.9,724637.7,-1.8,-1.8,,,,
5/27/20,11:30:08 AM,DL (deep),,47.17039,-95.16795,717.7,-0.01,-0.007,0.019,93.3,8.5,3.82,0,1.3,1.5,0,1.5,1,67.8,757575.8,-1.8,-1.8,,,,
5/27/20,11:30:10 AM,DL (deep),,47.17039,-95.16795,717.8,-0.011,-0.008,0.02,94.4,8.6,3.7,0,1.3,1.5,0,1.5,1,67.9,740740.8,-1.8,-1.8,,,,
5/27/20,11:30:12 AM,DL (deep),,47.17039,-95.16795,717.9,-0.01,-0.007,0.02,95.2,8.66,3.59,0,1.3,1.5,0,1.5,1,68,740740.8,-1.8,-1.8,,,,
5/27/20,11:30:14 AM,DL (deep),,47.17039,-95.16795,717.8,-0.011,-0.008,0.019,95.4,8.66,3.55,0,1.3,1.5,0,1.5,1,68.2,757575.8,-1.8,-1.8,,,,
5/27/20,11:30:16 AM,DL (deep),,47.17039,-95.16795,717.8,-0.01,-0.007,0.02,95.7,8.66,3.29,0,1.3,1.4,0,1.4,1,68.5,769230.8,-1.9,-1.9,,,,
5/27/20,11:30:18 AM,DL (deep),,47.17038,-95.16795,717.8,-0.009,-0.006,0.021,95.6,8.63,3.32,0,1.3,1.4,0,1.5,1,68.8,763358.8,-1.9,-1.9,,,,
5/27/20,11:30:20 AM,DL (deep),,47.17038,-95.16795,717.8,-0.008,-0.006,0.022,95.2,8.56,3.35,0,1.3,1.4,0,1.4,1,69.1,787401.6,-1.9,-1.9,,,,
5/27/20,11:30:22 AM,DL (deep),,47.17038,-95.16795,717.9,-0.01,-0.007,0.021,94.9,8.52,3.33,0,1.3,1.4,0,1.4,1,69.3,800000,-1.9,-1.9,,,,
5/27/20,11:30:24 AM,DL (deep),,47.17038,-95.16795,717.8,-0.009,-0.007,0.021,94.8,8.48,3.41,0,1.2,1.3,0,1.4,1,69.5,806451.6,-2,-2,,,,
5/27/20,11:30:26 AM,DL (deep),,47.17038,-95.16795,717.8,-0.008,-0.006,0.02,94.6,8.45,3.61,0,1.2,1.3,0,1.3,1,69.7,813008.1,-2,-2,,,,
5/27/20,11:30:28 AM,DL (deep),,47.17038,-95.16795,717.8,-0.008,-0.005,0.021,94.1,8.39,3.62,0,1.2,1.3,0,1.3,1,69.8,806451.6,-2,-2,,,,
5/27/20,11:30:30 AM,DL (deep),,47.17037,-95.16795,717.9,-0.009,-0.006,0.022,93.7,8.35,3.59,0,1.2,1.3,0,1.3,1,69.9,813008.1,-2,-2,,,,
5/27/20,11:30:32 AM,DL (deep),,47.17037,-95.16795,717.9,-0.009,-0.006,0.023,93.3,8.31,3.58,0,1.2,1.3,0,1.3,1,70,826446.3,-2,-2,,,,
5/27/20,11:30:34 AM,DL (deep),,47.17037,-95.16795,717.8,-0.007,-0.005,0.022,92.7,8.25,3.42,0,1.2,1.3,0,1.3,1,69.9,833333.3,-2,-2,,,,
5/27/20,11:30:36 AM,DL (deep),,47.17036,-95.16795,717.9,-0.008,-0.006,0.023,92.2,8.22,4.35,0,1.2,1.3,0,1.3,1,69.8,833333.3,-2,-2,,,,
5/27/20,11:30:38 AM,DL (deep),,47.17036,-95.16795,717.9,-0.008,-0.006,0.022,92.2,8.23,4.38,0,1.2,1.3,0,1.3,1,69.7,847457.6,-2,-2,,,,
5/27/20,11:30:40 AM,DL (deep),,47.17036,-95.16795,717.9,-0.008,-0.006,0.023,92.5,8.25,4.37,0,1.2,1.3,0,1.3,1,69.7,862068.9,-2,-2,,,,
5/27/20,11:30:42 AM,DL (deep),,47.17036,-95.16795,717.9,-0.008,-0.006,0.022,92.9,8.29,4.38,0,1.1,1.2,0,1.3,1,69.8,869565.2,-2,-2,,,,
5/27/20,11:30:44 AM,DL (deep),,47.17035,-95.16795,717.9,-0.008,-0.006,0.022,93.4,8.32,4.36,0,1.1,1.2,0,1.2,1,69.9,884955.8,-2,-2,,,,
5/27/20,11:30:46 AM,DL (deep),,47.17035,-95.16795,717.8,-0.007,-0.005,0.022,94.1,8.36,3.31,0,1.1,1.2,0,1.2,1,70.1,900900.9,-2,-2,,,,
5/27/20,11:30:48 AM,DL (deep),,47.17035,-95.16795,717.8,-0.006,-0.005,0.023,94.6,8.39,3.27,0,1.1,1.2,0,1.2,1,70.3,917431.2,-2.1,-2.1,,,,
5/27/20,11:30:50 AM,DL (deep),,47.17034,-95.16796,717.7,-0.005,-0.004,0.022,95.1,8.42,3.26,0,1.1,1.1,0,1.2,1,70.5,943396.3,-2.1,-2.1,,,,
5/27/20,11:30:52 AM,DL (deep),,47.17034,-95.16796,717.7,-0.005,-0.003,0.023,95.6,8.45,3.27,0,1,1.1,0,1.1,1,70.7,961538.4,-2.1,-2.1,,,,
5/27/20,11:30:54 AM,DL (deep),,47.17034,-95.16797,717.7,-0.006,-0.004,0.022,96,8.46,3.41,0,1,1.1,0,1.1,1,70.9,970873.8,-2.1,-2.1,,,,
5/27/20,11:30:56 AM,DL (deep),,47.17034,-95.16797,717.9,-0.008,-0.005,0.022,95.9,8.44,3.86,0,1,1.1,0,1.1,1,71,970873.8,-2.2,-2.2,,,,
5/27/20,11:30:58 AM,DL (deep),,47.17034,-95.16798,717.9,-0.008,-0.005,0.022,95.5,8.4,3.85,0,1,1.1,0,1.1,1,71.1,961538.4,-2.2,-2.2,,,,
5/27/20,11:31:00 AM,DL (deep),,47.17034,-95.16798,717.8,-0.006,-0.005,0.022,94.9,8.34,3.85,0,1.1,1.1,0,1.1,1,71.1,952380.9,-2.2,-2.2,,,,
5/27/20,11:31:02 AM,DL (deep),,47.17034,-95.16798,717.8,-0.006,-0.005,0.022,94.2,8.29,3.84,0,1.1,1.1,0,1.1,1,71,934579.4,-2.1,-2.1,,,,
5/27/20,11:31:04 AM,DL (deep),,47.17034,-95.16799,717.8,-0.007,-0.005,0.021,93.6,8.25,3.91,0,1.1,1.2,0,1.2,1,70.9,925925.9,-2.1,-2.1,,,,
5/27/20,11:31:06 AM,DL (deep),,47.17034,-95.168,717.7,-0.005,-0.004,0.022,93.3,8.23,3.47,0,1.1,1.2,0,1.2,1,70.7,925925.9,-2.1,-2.1,,,,
5/27/20,11:31:08 AM,DL (deep),,47.17034,-95.168,717.8,-0.007,-0.005,0.021,93.3,8.25,3.49,0,1.1,1.2,0,1.2,1,70.5,934579.4,-2.1,-2.1,,,,
5/27/20,11:31:10 AM,DL (deep),,47.17034,-95.168,717.8,-0.007,-0.005,0.022,93.3,8.26,3.53,0,1.1,1.1,0,1.1,1,70.4,943396.3,-2.1,-2.1,,,,
5/27/20,11:31:12 AM,DL (deep),,47.17034,-95.168,717.8,-0.007,-0.005,0.022,93.5,8.28,3.44,0,1.1,1.1,0,1.1,1,70.4,952380.9,-2.1,-2.1,,,,
5/27/20,11:31:14 AM,DL (deep),,47.17034,-95.16801,717.9,-0.008,-0.005,0.023,93.6,8.3,3.29,0,1,1.1,0,1.1,1,70.3,961538.4,-2.1,-2.1,,,,
5/27/20,11:31:16 AM,DL (deep),,47.17033,-95.168,717.8,-0.006,-0.004,0.023,93.7,8.31,3.25,0,1,1.1,0,1.1,1,70.3,961538.4,-2.1,-2.1,,,,
5/27/20,11:31:18 AM,DL (deep),,47.17033,-95.168,717.7,-0.004,-0.003,0.023,93.8,8.33,3.24,0,1,1.1,0,1.1,1,70.2,970873.8,-2.1,-2.1,,,,
5/27/20,11:31:20 AM,DL (deep),,47.17033,-95.16801,717.7,-0.004,-0.003,0.023,93.9,8.34,3.75,0,1,1.1,0,1.1,1,70.2,961538.4,-2.1,-2.1,,,,
5/27/20,11:31:22 AM,DL (deep),,47.17034,-95.16801,717.8,-0.005,-0.004,0.023,94,8.35,4.29,0,1,1.1,0,1.1,1,70.2,961538.4,-2,-2,,,,
5/27/20,11:31:24 AM,DL (deep),,47.17034,-95.16801,717.7,-0.003,-0.002,0.023,94,8.35,4.35,0,1.1,1.1,0,1.1,1,70.1,952380.9,-2,-2,,,,
5/27/20,11:31:26 AM,DL (deep),,47.17034,-95.16801,717.8,-0.005,-0.003,0.024,94.1,8.36,4.4,0,1.1,1.1,0,1.1,1,70.2,952380.9,-2,-2,,,,
5/27/20,11:31:28 AM,DL (deep),,47.17034,-95.16801,717.9,-0.006,-0.004,0.023,94.3,8.38,4.41,0,1.1,1.1,0,1.2,1,70.2,943396.3,-2,-2,,,,
5/27/20,11:31:30 AM,DL (deep),,47.17033,-95.16801,717.8,-0.004,-0.003,0.025,94.6,8.4,3.75,0,1.1,1.1,0,1.1,1,70.2,952380.9,-2.1,-2.1,,,,
5/27/20,11:31:32 AM,DL (deep),,47.17033,-95.16801,717.9,-0.004,-0.003,0.024,94.8,8.41,3.3,0,1,1.1,0,1.1,1,70.3,970873.8,-2.1,-2.1,,,,
5/27/20,11:31:34 AM,DL (deep),,47.17033,-95.16801,717.8,-0.004,-0.003,0.025,95.1,8.42,3.28,0,1,1.1,0,1.1,1,70.4,990099,-2.1,-2.1,,,,
5/27/20,11:31:36 AM,DL (deep),,47.17033,-95.16801,717.8,-0.004,-0.003,0.024,95.2,8.43,3.26,0,1,1,0,1.1,1,70.4,1020408.2,-2.1,-2.1,,,,
5/27/20,11:31:38 AM,DL (deep),,47.17034,-95.16801,717.9,-0.005,-0.003,0.024,95.1,8.42,3.24,0,0.9,1,0,1,1,70.5,1063829.8,-2.1,-2.1,,,,
5/27/20,11:31:40 AM,DL (deep),,47.17034,-95.168,717.9,-0.005,-0.003,0.025,95,8.41,3.23,0,0.9,1,0,1,1,70.5,1098901.1,-2.1,-2.1,,,,
5/27/20,11:31:42 AM,DL (deep),,47.17034,-95.168,717.8,-0.003,-0.002,0.025,95,8.41,3.18,0,0.9,1,0,1,1,70.4,1123595.5,-2.1,-2.1,,,,
5/27/20,11:31:44 AM,DL (deep),,47.17034,-95.16799,717.8,-0.003,-0.002,0.025,95,8.41,3.19,0,0.9,0.9,0,1,1,70.5,1136363.6,-2.1,-2.1,,,,
5/27/20,11:31:46 AM,DL (deep),,47.17034,-95.16799,717.8,-0.003,-0.002,0.023,95.1,8.41,3.19,0,0.9,0.9,0,0.9,1,70.5,1149425.3,-2.1,-2.1,,,,
5/27/20,11:31:48 AM,DL (deep),,47.17034,-95.16798,717.7,-0.001,-0.001,0.024,95.2,8.42,3.26,0,0.9,0.9,0,0.9,1,70.6,1162790.8,-2.1,-2.1,,,,
5/27/20,11:31:50 AM,DL (deep),,47.17034,-95.16798,717.9,-0.004,-0.003,0.025,95.4,8.42,3.22,0,0.8,0.9,0,0.9,1,70.7,1190476.3,-2.1,-2.1,,,,
5/27/20,11:31:52 AM,DL (deep),,47.17034,-95.16798,717.8,-0.003,-0.002,0.025,95.6,8.44,3.25,0,0.8,0.9,0,0.9,1,70.7,1204819.3,-2.1,-2.1,,,,
5/27/20,11:31:54 AM,DL (deep),,47.17034,-95.16797,717.9,-0.003,-0.002,0.025,95.9,8.47,3.24,0,0.8,0.9,0,0.9,1,70.7,1219512.3,-2.1,-2.1,,,,
5/27/20,11:31:56 AM,DL (deep),,47.17034,-95.16797,717.9,-0.001,-0.001,0.025,96.3,8.51,3.14,0,0.8,0.9,0,0.9,1,70.6,1234567.9,-2.1,-2.1,,,,
5/27/20,11:31:58 AM,DL (deep),,47.17035,-95.16796,717.9,-0.002,-0.002,0.025,96.8,8.56,3.1,0,0.8,0.9,0,0.9,1,70.6,1250000,-2.1,-2.1,,,,
5/27/20,11:32:00 AM,DL (deep),,47.17035,-95.16796,717.7,-0.004,-0.003,0.024,97.4,8.61,3.12,0,0.8,0.9,0,0.9,1,70.6,1250000,-2.1,-2.1,,,,
5/27/20,11:32:02 AM,DL (deep),,47.17035,-95.16796,717.8,-0.002,-0.002,0.025,97.9,8.65,3.13,0,0.8,0.9,0,0.9,1,70.7,1250000,-2.1,-2.1,,,,
5/27/20,11:32:04 AM,DL (deep),,47.17036,-95.16795,717.8,-0.004,-0.003,0.025,98.4,8.69,3.13,0,0.8,0.8,0,0.8,1,70.8,1282051.3,-2.1,-2.1,,,,
5/27/20,11:32:06 AM,DL (deep),,47.17036,-95.16795,717.8,-0.004,-0.003,0.025,98.7,8.7,3.22,0,0.8,0.8,0,0.8,1,70.9,1282051.3,-2.1,-2.1,,,,
5/27/20,11:32:08 AM,DL (deep),,47.17036,-95.16795,717.8,-0.003,-0.002,0.026,98.4,8.66,3.25,0,0.8,0.8,0,0.8,1,71,1315789.5,-2.1,-2.1,,,,
5/27/20,11:32:10 AM,DL (deep),,47.17037,-95.16795,717.9,-0.003,-0.002,0.026,97.8,8.61,3.28,0,0.7,0.8,0,0.8,1,71,1333333.4,-2.1,-2.1,,,,
5/27/20,11:32:12 AM,DL (deep),,47.17037,-95.16795,717.8,-0.003,-0.002,0.026,97.1,8.55,3.3,0,0.7,0.8,0,0.8,1,70.9,1351351.4,-2.1,-2.1,,,,
5/27/20,11:32:14 AM,DL (deep),,47.17038,-95.16795,717.8,0.001,0.001,0.028,96.4,8.49,3.37,0,0.8,0.8,0,0.8,1,70.9,1282051.3,-2.1,-2.1,,,,
5/27/20,11:32:16 AM,DL (deep),,47.17038,-95.16795,717.7,0.001,0,0.029,94.4,8.55,3.08,0,13.9,15.3,0.01,15.4,10,68.2,72150.1,-1.8,-1.8,,,,
5/27/20,11:32:18 AM,DL (deep),,47.17038,-95.16795,717.8,0.002,0.001,0.029,96.3,8.74,2.64,0,116.7,128.7,0.06,129.9,84,68.2,8567.5,-1.8,-1.8,,,,
5/27/20,11:32:20 AM,DL (deep),,47.17038,-95.16795,717.8,0.004,0.003,0.029,96.9,8.8,2.22,0,116.2,128.3,0.06,129.4,83,68.1,8606.6,-1.8,-1.8,,,,
5/27/20,11:32:22 AM,DL (deep),,47.17038,-95.16795,717.8,0.003,0.002,0.032,97.3,8.84,1.85,0,115.9,128,0.06,129.1,83,68.1,8629.6,-1.8,-1.8,,,,
5/27/20,11:32:24 AM,DL (deep),,47.17038,-95.16795,717.9,0.002,0.001,0.015,97.7,8.87,1.3,0,115.8,127.8,0.06,129,83,68.1,8636.3,-1.8,-1.8,,,,
5/27/20,11:32:26 AM,DL (deep),,47.17038,-95.16795,717.7,-0.003,-0.002,0.016,98,8.89,1.25,0,115.8,127.8,0.06,128.9,83,68.1,8637.1,-1.8,-1.8,,,,
5/27/20,11:32:28 AM,DL (deep),,47.17039,-95.16795,717.8,-0.008,-0.005,0.021,98.3,8.92,1.21,0,115.8,127.8,0.06,128.9,83,68.1,8639.3,-1.8,-1.8,,,,
5/27/20,11:32:30 AM,DL (deep),,47.17039,-95.16795,717.7,-0.009,-0.006,0.025,98.8,8.97,1.2,0,115.7,127.8,0.06,128.9,83,68.1,8640.8,-1.8,-1.8,,,,
5/27/20,11:32:32 AM,DL (deep),,47.17038,-95.16795,717.8,-0.01,-0.007,0.028,99.1,9,1.19,0,115.7,127.7,0.06,128.8,83,68.1,8643,-1.8,-1.8,,,,
5/27/20,11:32:34 AM,DL (deep),,47.17039,-95.16795,717.8,-0.005,-0.004,0.029,99.3,9.01,1.26,0,115.7,127.7,0.06,128.8,83,68.1,8643,-1.8,-1.8,,,,
5/27/20,11:32:36 AM,DL (deep),,47.17038,-95.16795,717.9,-0.001,-0.001,0.031,99.5,9.03,1.29,0,115.7,127.7,0.06,128.8,83,68.1,8644.5,-1.8,-1.8,,,,
5/27/20,11:32:38 AM,DL (deep),,47.17038,-95.16795,717.7,0.002,0.002,0.031,99.5,9.04,1.33,0,115.7,127.7,0.06,128.8,83,68.1,8645.3,-1.8,-1.8,,,,
5/27/20,11:32:40 AM,DL (deep),,47.17039,-95.16795,717.7,0.004,0.003,0.032,99.6,9.04,1.36,0,115.6,127.7,0.06,128.8,83,68.1,8646.8,-1.8,-1.8,,,,
5/27/20,11:32:42 AM,DL (deep),,47.17039,-95.16795,717.8,0.006,0.004,0.032,99.7,9.05,1.38,0,115.6,127.7,0.06,128.8,83,68.1,8648.3,-1.8,-1.8,,,,
5/27/20,11:32:44 AM,DL (deep),,47.17039,-95.16795,717.7,0.009,0.006,0.033,99.7,9.06,1.34,0,115.6,127.7,0.06,128.8,83,68.1,8650.5,-1.8,-1.8,,,,
5/27/20,11:32:46 AM,DL (deep),,47.17039,-95.16795,717.7,0.006,0.004,0.032,99.8,9.06,1.33,0,115.6,127.7,0.06,128.8,83,68.1,8650.5,-1.8,-1.8,,,,
5/27/20,11:32:48 AM,DL (deep),,47.17039,-95.16796,717.9,0.008,0.006,0.033,99.9,9.07,1.36,0,115.6,127.7,0.06,128.8,83,68.1,8652,-1.8,-1.8,,,,
5/27/20,11:32:50 AM,DL (deep),,47.17039,-95.16796,717.7,0.01,0.007,0.032,99.9,9.08,1.42,0,115.6,127.7,0.06,128.8,83,68.1,8652,-1.8,-1.8,,,,
5/27/20,11:32:52 AM,DL (deep),,47.17039,-95.16796,717.7,0.007,0.005,0.032,100,9.08,1.42,0,115.6,127.6,0.06,128.8,83,68.1,8653.5,-1.8,-1.8,,,,
5/27/20,11:32:54 AM,DL (deep),,47.17039,-95.16796,717.8,0.008,0.006,0.032,100,9.08,1.45,0,115.5,127.7,0.06,128.8,83,68.1,8655,-1.8,-1.8,,,,
5/27/20,11:32:56 AM,DL (deep),,47.17039,-95.16796,717.8,0.008,0.006,0.031,100,9.09,1.46,0,115.5,127.7,0.06,128.8,83,68,8658,-1.8,-1.8,,,,
5/27/20,11:32:58 AM,DL (deep),,47.17039,-95.16796,717.7,0.007,0.005,0.03,100,9.09,1.48,0,115.5,127.6,0.06,128.8,83,68,8659.5,-1.7,-1.7,,,,
5/27/20,11:33:00 AM,DL (deep),,47.17039,-95.16796,717.8,0.006,0.004,0.029,100.1,9.09,1.48,0,115.5,127.6,0.06,128.8,83,68,8659.5,-1.7,-1.7,,,,
5/27/20,11:33:02 AM,DL (deep),,47.1704,-95.16796,717.8,0.005,0.004,0.027,100.1,9.1,1.47,0,115.5,127.6,0.06,128.8,83,68,8658.8,-1.7,-1.7,,,,
5/27/20,11:33:04 AM,DL (deep),,47.1704,-95.16797,717.8,0.004,0.003,0.027,100.2,9.1,1.47,0,115.5,127.6,0.06,128.8,83,68,8657.3,-1.8,-1.8,,,,
5/27/20,11:33:06 AM,DL (deep),,47.1704,-95.16797,717.8,0.004,0.003,0.026,100.2,9.1,1.46,0,115.5,127.7,0.06,128.8,83,68.1,8655.8,-1.8,-1.8,,,,
5/27/20,11:33:08 AM,DL (deep),,47.1704,-95.16797,717.8,0.001,0.001,0.025,100.2,9.1,1.44,0,115.5,127.7,0.06,128.8,83,68.1,8655,-1.8,-1.8,,,,
5/27/20,11:33:10 AM,DL (deep),,47.1704,-95.16798,717.7,-0.001,0,0.024,100.2,9.11,1.42,0,115.5,127.6,0.06,128.8,83,68.1,8655,-1.8,-1.8,,,,
5/27/20,11:33:12 AM,DL (deep),,47.1704,-95.16798,717.8,-0.002,-0.001,0.025,100.3,9.11,1.47,0,115.5,127.6,0.06,128.8,83,68.1,8655.8,-1.8,-1.8,,,,
5/27/20,11:33:14 AM,DL (deep),,47.1704,-95.16798,717.9,-0.003,-0.002,0.023,100.3,9.11,1.45,0,115.5,127.6,0.06,128.8,83,68.1,8656.5,-1.8,-1.8,,,,
5/27/20,11:33:16 AM,DL (deep),,47.1704,-95.16798,717.7,-0.002,-0.002,0.023,100.3,9.11,1.45,0,115.5,127.6,0.06,128.8,83,68.1,8657.3,-1.8,-1.8,,,,
5/27/20,11:33:18 AM,DL (deep),,47.17041,-95.16798,717.8,-0.003,-0.002,0.023,100.2,9.11,1.37,0,115.5,127.6,0.06,128.8,83,68,8658,-1.8,-1.8,,,,
5/27/20,11:33:20 AM,DL (deep),,47.1704,-95.16798,717.8,-0.006,-0.004,0.022,100.3,9.11,1.29,0,115.5,127.6,0.06,128.8,83,68,8658.8,-1.8,-1.8,,,,
5/27/20,11:33:22 AM,DL (deep),,47.1704,-95.16798,717.9,-0.005,-0.003,0.024,100.3,9.11,1.2,0,115.5,127.6,0.06,128.8,83,68,8659.5,-1.8,-1.8,,,,
5/27/20,11:33:24 AM,DL (deep),,47.1704,-95.16798,717.8,-0.006,-0.004,0.024,100.3,9.12,1.15,0,115.5,127.6,0.06,128.8,83,68,8659.5,-1.8,-1.8,,,,
5/27/20,11:33:26 AM,DL (deep),,47.17039,-95.16798,717.9,-0.004,-0.003,0.024,100.4,9.12,1.07,0,115.5,127.6,0.06,128.7,83,68,8659.5,-1.8,-1.8,,,,
5/27/20,11:33:28 AM,DL (deep),,47.17039,-95.16798,717.8,-0.004,-0.003,0.024,100.4,9.12,1.06,0,115.5,127.6,0.06,128.8,83,68,8658.8,-1.8,-1.8,,,,
5/27/20,11:33:30 AM,DL (deep),,47.17039,-95.16798,717.8,-0.005,-0.004,0.024,100.4,9.12,1.1,0,115.5,127.7,0.06,128.8,83,68,8657.3,-1.8,-1.8,,,,
5/27/20,11:33:32 AM,DL (deep),,47.17039,-95.16798,717.8,-0.004,-0.002,0.024,100.4,9.13,1.1,0,115.5,127.6,0.06,128.8,83,68,8656.5,-1.8,-1.8,,,,
5/27/20,11:33:34 AM,DL (deep),,47.17038,-95.16798,717.8,-0.003,-0.002,0.024,100.5,9.13,1.15,0,115.5,127.6,0.06,128.8,83,68.1,8656.5,-1.8,-1.8,,,,
5/27/20,11:33:36 AM,DL (deep),,47.17038,-95.16798,717.9,-0.003,-0.002,0.024,100.5,9.13,1.23,0,115.5,127.6,0.06,128.8,83,68.1,8655.8,-1.8,-1.8,,,,
5/27/20,11:33:38 AM,DL (deep),,47.17038,-95.16798,717.8,-0.003,-0.002,0.024,100.5,9.12,1.29,0,115.5,127.6,0.06,128.8,83,68.1,8655,-1.8,-1.8,,,,
5/27/20,11:33:40 AM,DL (deep),,47.17037,-95.16798,717.8,-0.003,-0.002,0.024,100.4,9.12,1.32,0,115.5,127.6,0.06,128.8,83,68.1,8655.8,-1.8,-1.8,,,,
5/27/20,11:33:42 AM,DL (deep),,47.17037,-95.16798,717.8,-0.003,-0.002,0.024,100.4,9.12,1.32,0,115.5,127.6,0.06,128.8,83,68.1,8655.8,-1.8,-1.8,,,,
5/27/20,11:33:44 AM,DL (deep),,47.17036,-95.16798,717.8,-0.002,-0.001,0.025,100.4,9.12,1.29,0,115.5,127.6,0.06,128.7,83,68.1,8655,-1.8,-1.8,,,,
5/27/20,11:33:46 AM,DL (deep),,47.17036,-95.16798,717.7,-0.003,-0.002,0.025,100.4,9.12,1.25,0,115.5,127.6,0.06,128.7,83,68.1,8655,-1.8,-1.8,,,,
5/27/20,11:33:48 AM,DL (deep),,47.17036,-95.16798,717.9,-0.001,-0.001,0.025,100.4,9.12,1.18,0,115.6,127.6,0.06,128.8,83,68.1,8654.3,-1.8,-1.8,,,,
5/27/20,11:33:50 AM,DL (deep),,47.17036,-95.16798,717.8,-0.002,-0.002,0.025,100.4,9.12,1.13,0,115.6,127.6,0.06,128.7,83,68.1,8654.3,-1.8,-1.8,,,,
5/27/20,11:33:52 AM,DL (deep),,47.17035,-95.16798,717.8,-0.002,-0.001,0.026,100.4,9.12,1.15,0,115.6,127.6,0.06,128.8,83,68.1,8652.8,-1.8,-1.8,,,,
5/27/20,11:33:54 AM,DL (deep),,47.17035,-95.16798,717.8,0,0,0.026,100.4,9.12,1.15,0,115.6,127.6,0.06,128.7,83,68.1,8652.8,-1.8,-1.8,,,,
5/27/20,11:33:56 AM,DL (deep),,47.17035,-95.16798,717.8,-0.002,-0.001,0.027,100.4,9.11,1.15,0,115.6,127.6,0.06,128.7,83,68.1,8653.5,-1.8,-1.8,,,,
5/27/20,11:33:58 AM,DL (deep),,47.17035,-95.16798,717.8,-0.001,-0.001,0.027,100.3,9.11,1.16,0,115.6,127.6,0.06,128.7,83,68.1,8653.5,-1.8,-1.8,,,,
5/27/20,11:34:00 AM,DL (deep),,47.17035,-95.16799,717.8,0.001,0,0.026,100.3,9.11,1.17,0,115.6,127.6,0.06,128.7,83,68.1,8652.8,-1.8,-1.8,,,,
5/27/20,11:34:02 AM,DL (deep),,47.17035,-95.16799,717.8,0.001,0.001,0.026,100.3,9.1,1.18,0,115.6,127.6,0.06,128.7,83,68.1,8652.8,-1.8,-1.8,,,,
5/27/20,11:34:04 AM,DL (deep),,47.17035,-95.168,717.8,0.001,0.001,0.027,100.2,9.1,1.21,0,115.6,127.6,0.06,128.8,83,68.1,8652,-1.8,-1.8,,,,
5/27/20,11:34:06 AM,DL (deep),,47.17035,-95.16801,717.8,0,0,0.027,100.2,9.1,1.18,0,115.6,127.6,0.06,128.8,83,68.1,8650.5,-1.8,-1.8,,,,
5/27/20,11:34:08 AM,DL (deep),,47.17035,-95.16801,717.8,0,0,0.026,100.2,9.1,1.17,0,115.6,127.6,0.06,128.8,83,68.1,8649,-1.8,-1.8,,,,
5/27/20,11:34:10 AM,DL (deep),,47.17035,-95.16801,717.8,0,0,0.027,100.2,9.09,1.17,0,115.6,127.6,0.06,128.8,83,68.1,8648.3,-1.8,-1.8,,,,
5/27/20,11:34:12 AM,DL (deep),,47.17036,-95.16801,717.9,-0.001,-0.001,0.027,100.2,9.09,1.14,0,115.7,127.7,0.06,128.8,83,68.1,8646,-1.8,-1.8,,,,
5/27/20,11:34:14 AM,DL (deep),,47.17036,-95.16801,717.9,-0.001,-0.001,0.027,100.2,9.09,1.1,0,115.7,127.6,0.06,128.8,83,68.1,8646,-1.8,-1.8,,,,
5/27/20,11:34:16 AM,DL (deep),,47.17036,-95.16801,717.7,0.002,0.002,0.027,100.1,9.09,1.13,0,115.6,127.6,0.06,128.7,83,68.1,8646.8,-1.8,-1.8,,,,
5/27/20,11:34:18 AM,DL (deep),,47.17036,-95.16802,717.8,0.001,0.001,0.027,100.1,9.09,1.14,0,115.6,127.6,0.06,128.7,83,68.1,8647.5,-1.8,-1.8,,,,
5/27/20,11:34:20 AM,DL (deep),,47.17036,-95.16802,717.8,0.001,0.001,0.026,100.1,9.09,1.16,0,115.6,127.6,0.06,128.8,83,68.1,8647.5,-1.8,-1.8,,,,
5/27/20,11:34:22 AM,DL (deep),,47.17036,-95.16802,717.8,0.001,0,0.027,100.1,9.09,1.2,0,115.6,127.6,0.06,128.8,83,68.1,8649,-1.8,-1.8,,,,
