"N2","Depth"
9.26611236302572e-06,3.5802
2.63379786623717e-06,4.1262
9.26215955247614e-07,4.6771
5.0108152062706e-07,5.2248
2.72433063940743e-07,5.7722
1.39817334697447e-07,6.2695
