"N2","Depth"
2.53468047103527e-05,3.3029
1.20269395266183e-05,3.8014
9.78342653119225e-06,4.3058
8.52179823193401e-06,4.8094
8.09142328219602e-06,5.3111
7.83490408551062e-06,5.8096
7.74650784979017e-06,6.3051
7.60963781136153e-06,6.8033
7.59217132150748e-06,7.3013
7.53354054873563e-06,7.7995
1.50330991928129e-05,8.2982
