"N2","Depth"
1.69015641841826e-05,3.3149
5.1313828421226e-06,3.8163
2.62131369595643e-06,4.3183
1.78806649042996e-06,4.8176
8.40768653077819e-06,5.3173
8.04789999565416e-06,5.8143
7.70866157861885e-06,6.315
7.44316573312962e-06,6.8147
2.21605760264769e-05,7.313
5.18805304336467e-05,7.8089
