type,stid,lat,lon,year,month,day,hour,dattim,tmpf,prec,wspd,gust,drct,relh,solr,hffmc,hisi,hfwi,hdsr,gfmc,gisi,vpd,obtime
O,ITCM5,47.24,-95.19,2021,12,21,03,202112210300,-3,0,0,2,,81,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,12,21,02,202112210200,-4,0,0,2,,82,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,12,21,01,202112210100,-5,0,0,0,,81,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,12,21,00,202112210000,-3,0,0,2,,80,0,,,,,,,0,7
O,ITCM5,47.24,-95.19,2021,12,20,23,202112202300,1,0,2,8,293,73,6,,,,,,,0,2307
O,ITCM5,47.24,-95.19,2021,12,20,22,202112202200,5,0,4,13,294,62,70,,,,,,,1,2207
O,ITCM5,47.24,-95.19,2021,12,20,21,202112202100,7,0,7,15,307,57,222,,,,,,,1,2107
O,ITCM5,47.24,-95.19,2021,12,20,20,202112202000,9,0,7,19,280,53,317,,,,,,,1,2007
O,ITCM5,47.24,-95.19,2021,12,20,19,202112201900,8,0,10,21,311,53,360,,,,,,,1,1907
O,ITCM5,47.24,-95.19,2021,12,20,18,202112201800,8,0,7,16,294,57,336,,,,,,,1,1807
O,ITCM5,47.24,-95.19,2021,12,20,17,202112201700,7,0,8,18,290,60,222,,,,,,,1,1707
O,ITCM5,47.24,-95.19,2021,12,20,16,202112201600,5,0,7,18,304,66,144,,,,,,,1,1607
O,ITCM5,47.24,-95.19,2021,12,20,15,202112201500,4,0,7,20,302,66,50,,,,,,,1,1507
O,ITCM5,47.24,-95.19,2021,12,20,14,202112201400,3,0,8,20,309,72,1,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,12,20,13,202112201300,4,0,8,16,301,75,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,12,20,12,202112201200,6,0,7,21,316,74,0,,,,,,,1,1207
O,ITCM5,47.24,-95.19,2021,12,20,11,202112201100,7,0,8,17,310,76,0,,,,,,,1,1107
O,ITCM5,47.24,-95.19,2021,12,20,10,202112201000,9,0,9,19,312,77,0,,,,,,,1,1007
O,ITCM5,47.24,-95.19,2021,12,20,09,202112200900,11,0,9,18,312,75,0,,,,,,,1,907
O,ITCM5,47.24,-95.19,2021,12,20,08,202112200800,14,0,7,20,315,77,0,,,,,,,1,807
O,ITCM5,47.24,-95.19,2021,12,20,07,202112200700,17,0,6,16,313,78,0,,,,,,,1,707
O,ITCM5,47.24,-95.19,2021,12,20,06,202112200600,21,0,7,19,314,82,0,,,,,,,1,607
O,ITCM5,47.24,-95.19,2021,12,20,05,202112200500,24,0,8,17,305,86,0,,,,,,,1,507
O,ITCM5,47.24,-95.19,2021,12,20,04,202112200400,25,0,5,13,288,86,0,,,,,,,1,407
O,ITCM5,47.24,-95.19,2021,12,20,03,202112200300,24,0,2,12,248,85,0,,,,,,,1,307
O,ITCM5,47.24,-95.19,2021,12,20,02,202112200200,23,0,4,9,226,84,0,,,,,,,1,207
O,ITCM5,47.24,-95.19,2021,12,20,01,202112200100,23,0,3,12,221,84,0,,,,,,,1,107
O,ITCM5,47.24,-95.19,2021,12,20,00,202112200000,22,0,6,14,214,84,0,,,,,,,1,7
O,ITCM5,47.24,-95.19,2021,12,19,23,202112192300,21,0,5,16,205,82,3,,,,,,,1,2307
O,ITCM5,47.24,-95.19,2021,12,19,22,202112192200,21,0,10,24,196,80,25,,,,,,,1,2207
O,ITCM5,47.24,-95.19,2021,12,19,21,202112192100,21,0,9,20,194,78,72,,,,,,,1,2107
O,ITCM5,47.24,-95.19,2021,12,19,20,202112192000,21,0,9,24,197,77,100,,,,,,,1,2007
O,ITCM5,47.24,-95.19,2021,12,19,19,202112191900,19,0,12,27,185,79,117,,,,,,,1,1907
O,ITCM5,47.24,-95.19,2021,12,19,18,202112191800,17,0,10,23,184,79,151,,,,,,,1,1807
O,ITCM5,47.24,-95.19,2021,12,19,17,202112191700,15,0,10,21,193,79,137,,,,,,,1,1707
O,ITCM5,47.24,-95.19,2021,12,19,16,202112191600,13,0,10,21,181,80,92,,,,,,,1,1607
O,ITCM5,47.24,-95.19,2021,12,19,15,202112191500,10,0,10,23,185,84,14,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,12,19,14,202112191400,9,0,11,23,174,85,0,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,12,19,13,202112191300,8,0,8,17,165,85,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,12,19,12,202112191200,8,0,6,14,165,85,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,12,19,11,202112191100,6,0,6,12,165,85,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,12,19,10,202112191000,4,0,6,14,178,84,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,12,19,09,202112190900,4,0,5,12,163,84,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,12,19,08,202112190800,0,0,3,6,171,86,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,12,19,07,202112190700,-6,0,1,3,135,84,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,12,19,06,202112190600,-9,0,0,3,,78,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,12,19,05,202112190500,-9,0,1,3,154,80,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,12,19,04,202112190400,-8,0,0,1,,81,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,12,19,03,202112190300,-7,0,0,1,,80,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,12,19,02,202112190200,-5,0,0,0,,82,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,12,19,01,202112190100,-3,0,0,0,,84,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,12,19,00,202112190000,0,0,0,0,,84,0,,,,,,,0,7
O,ITCM5,47.24,-95.19,2021,12,18,23,202112182300,5,0,0,5,,84,6,,,,,,,0,2307
O,ITCM5,47.24,-95.19,2021,12,18,22,202112182200,10,0,3,7,320,73,61,,,,,,,1,2207
O,ITCM5,47.24,-95.19,2021,12,18,21,202112182100,15,0,2,9,306,64,187,,,,,,,1,2107
O,ITCM5,47.24,-95.19,2021,12,18,20,202112182000,14,0,5,11,301,65,277,,,,,,,1,2007
O,ITCM5,47.24,-95.19,2021,12,18,19,202112181900,15,0,4,10,311,65,208,,,,,,,1,1907
O,ITCM5,47.24,-95.19,2021,12,18,18,202112181800,12,0,3,9,314,74,170,,,,,,,1,1807
O,ITCM5,47.24,-95.19,2021,12,18,17,202112181700,11,0,5,10,335,77,89,,,,,,,1,1707
O,ITCM5,47.24,-95.19,2021,12,18,16,202112181600,10,0,2,12,333,81,69,,,,,,,0,1607
O,ITCM5,47.24,-95.19,2021,12,18,15,202112181500,8,0,6,13,314,84,18,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,12,18,14,202112181400,8,0,5,10,334,85,0,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,12,18,13,202112181300,9,0,3,8,20,87,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,12,18,12,202112181200,9,0,1,4,331,88,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,12,18,11,202112181100,8,0,0,2,,90,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,12,18,10,202112181000,7,0,0,3,,90,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,12,18,09,202112180900,5,0,1,3,321,88,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,12,18,08,202112180800,8,0,0,3,,90,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,12,18,07,202112180700,9,0,0,4,,89,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,12,18,06,202112180600,10,0,1,5,64,88,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,12,18,05,202112180500,11,0,2,5,74,88,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,12,18,04,202112180400,11,0,0,4,,89,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,12,18,03,202112180300,11,0,1,5,53,88,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,12,18,02,202112180200,11,0,2,5,83,87,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,12,18,01,202112180100,11,0,2,7,68,86,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,12,18,00,202112180000,11,0,2,5,81,85,0,,,,,,,0,7
O,ITCM5,47.24,-95.19,2021,12,17,23,202112172300,11,0,2,6,62,84,3,,,,,,,0,2307
O,ITCM5,47.24,-95.19,2021,12,17,22,202112172200,12,0,0,6,,81,50,,,,,,,0,2207
O,ITCM5,47.24,-95.19,2021,12,17,21,202112172100,14,0,4,8,100,75,140,,,,,,,1,2107
O,ITCM5,47.24,-95.19,2021,12,17,20,202112172000,15,0,5,10,92,71,286,,,,,,,1,2007
O,ITCM5,47.24,-95.19,2021,12,17,19,202112171900,14,0,4,8,97,71,333,,,,,,,1,1907
O,ITCM5,47.24,-95.19,2021,12,17,18,202112171800,11,0,2,6,103,75,228,,,,,,,1,1807
O,ITCM5,47.24,-95.19,2021,12,17,17,202112171700,8,0,1,6,96,77,179,,,,,,,1,1707
O,ITCM5,47.24,-95.19,2021,12,17,16,202112171600,5,0,2,4,18,78,103,,,,,,,0,1607
O,ITCM5,47.24,-95.19,2021,12,17,15,202112171500,-2,0,0,2,,82,26,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,12,17,14,202112171400,-7,0,0,1,,81,1,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,12,17,13,202112171300,-9,0,0,1,,79,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,12,17,12,202112171200,-7,0,0,2,,79,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,12,17,11,202112171100,-5,0,0,3,,81,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,12,17,10,202112171000,-2,0,1,2,349,82,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,12,17,09,202112170900,1,0,0,7,,83,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,12,17,08,202112170800,1,0,4,9,319,83,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,12,17,07,202112170700,1,0,3,9,287,81,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,12,17,06,202112170600,2,0,4,9,278,80,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,12,17,05,202112170500,1,0,3,10,289,81,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,12,17,04,202112170400,1,0,3,13,302,79,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,12,17,03,202112170300,1,0,4,13,302,79,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,12,17,02,202112170200,3,0,6,14,289,78,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,12,17,01,202112170100,3,0,6,14,281,78,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,12,17,00,202112170000,3,0,6,15,275,77,0,,,,,,,0,7
O,ITCM5,47.24,-95.19,2021,12,16,23,202112162300,3,0,7,14,283,76,2,,,,,,,0,2307
O,ITCM5,47.24,-95.19,2021,12,16,22,202112162200,5,0,6,19,296,77,36,,,,,,,0,2207
O,ITCM5,47.24,-95.19,2021,12,16,21,202112162100,6,0,8,19,284,76,85,,,,,,,0,2107
O,ITCM5,47.24,-95.19,2021,12,16,20,202112162000,7,0,6,20,288,79,137,,,,,,,0,2007
O,ITCM5,47.24,-95.19,2021,12,16,19,202112161900,7,0,9,21,292,75,148,,,,,,,1,1907
O,ITCM5,47.24,-95.19,2021,12,16,18,202112161800,7,0,9,21,295,79,130,,,,,,,0,1807
O,ITCM5,47.24,-95.19,2021,12,16,17,202112161700,8,0,9,28,295,79,118,,,,,,,0,1707
O,ITCM5,47.24,-95.19,2021,12,16,16,202112161600,9,0,12,23,297,80,62,,,,,,,0,1607
O,ITCM5,47.24,-95.19,2021,12,16,15,202112161500,10,0,10,24,295,85,16,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,12,16,14,202112161400,11,0,9,26,300,88,0,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,12,16,13,202112161300,12,0,9,25,305,89,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,12,16,12,202112161200,13,0,13,30,304,88,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,12,16,11,202112161100,14,0,13,31,306,90,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,12,16,10,202112161000,16,0,12,36,308,93,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,12,16,09,202112160900,19,0,12,26,310,98,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,12,16,08,202112160800,24,0,13,32,314,100,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,12,16,07,202112160700,29,0,14,32,321,100,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,12,16,06,202112160600,31,0,10,23,331,100,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,12,16,05,202112160500,32,0.06,7,20,335,100,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,12,16,04,202112160400,34,0.02,8,19,335,100,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,12,16,03,202112160300,37,0,4,11,5,100,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,12,16,02,202112160200,38,0,3,10,2,100,0,,,,,,,0,207
O,ITCM5,47.24,-95.19,2021,12,16,01,202112160100,38,0,2,7,341,100,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,12,16,00,202112160000,37,0.01,0,4,,100,0,,,,,,,0,7
O,ITCM5,47.24,-95.19,2021,12,15,23,202112152300,38,0,0,4,,100,1,,,,,,,0,2307
O,ITCM5,47.24,-95.19,2021,12,15,22,202112152200,39,0,0,4,,100,16,,,,,,,0,2207
O,ITCM5,47.24,-95.19,2021,12,15,21,202112152100,41,0,2,6,128,100,37,,,,,,,0,2107
O,ITCM5,47.24,-95.19,2021,12,15,20,202112152000,42,0,2,8,166,100,58,,,,,,,0,2007
O,ITCM5,47.24,-95.19,2021,12,15,19,202112151900,41,0,2,13,182,100,80,,,,,,,0,1907
O,ITCM5,47.24,-95.19,2021,12,15,18,202112151800,41,0,6,12,153,100,84,,,,,,,0,1807
O,ITCM5,47.24,-95.19,2021,12,15,17,202112151700,41,0,5,13,152,100,68,,,,,,,0,1707
O,ITCM5,47.24,-95.19,2021,12,15,16,202112151600,40,0,4,10,145,100,32,,,,,,,0,1607
O,ITCM5,47.24,-95.19,2021,12,15,15,202112151500,40,0,5,11,139,100,7,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,12,15,14,202112151400,40,0,6,14,166,100,0,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,12,15,13,202112151300,38,0,6,13,149,100,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,12,15,12,202112151200,37,0,5,14,155,100,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,12,15,11,202112151100,37,0,7,14,163,99,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,12,15,10,202112151000,36,0,4,13,152,96,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,12,15,09,202112150900,35,0,5,13,160,93,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,12,15,08,202112150800,35,0,7,16,168,92,0,,,,,,,1,807
O,ITCM5,47.24,-95.19,2021,12,15,07,202112150700,35,0,7,18,169,92,0,,,,,,,1,707
O,ITCM5,47.24,-95.19,2021,12,15,06,202112150600,34,0,9,20,176,90,0,,,,,,,1,607
O,ITCM5,47.24,-95.19,2021,12,15,05,202112150500,34,0,9,21,168,88,0,,,,,,,1,507
O,ITCM5,47.24,-95.19,2021,12,15,04,202112150400,35,0,11,23,175,85,0,,,,,,,1,407
O,ITCM5,47.24,-95.19,2021,12,15,03,202112150300,35,0,10,23,165,83,0,,,,,,,1,307
O,ITCM5,47.24,-95.19,2021,12,15,02,202112150200,35,0,10,24,166,81,0,,,,,,,1,207
O,ITCM5,47.24,-95.19,2021,12,15,01,202112150100,36,0,10,22,164,78,0,,,,,,,2,107
O,ITCM5,47.24,-95.19,2021,12,15,00,202112150000,35,0,8,18,156,77,0,,,,,,,2,7
O,ITCM5,47.24,-95.19,2021,12,14,23,202112142300,35,0,8,21,157,74,4,,,,,,,2,2307
O,ITCM5,47.24,-95.19,2021,12,14,22,202112142200,36,0,8,19,148,71,49,,,,,,,2,2207
O,ITCM5,47.24,-95.19,2021,12,14,21,202112142100,37,0,10,22,157,66,103,,,,,,,3,2107
O,ITCM5,47.24,-95.19,2021,12,14,20,202112142000,40,0,10,20,155,59,192,,,,,,,3,2007
O,ITCM5,47.24,-95.19,2021,12,14,19,202112141900,42,0,11,23,154,55,335,,,,,,,4,1907
O,ITCM5,47.24,-95.19,2021,12,14,18,202112141800,40,0,9,24,153,57,224,,,,,,,4,1807
O,ITCM5,47.24,-95.19,2021,12,14,17,202112141700,38,0,7,22,147,60,224,,,,,,,3,1707
O,ITCM5,47.24,-95.19,2021,12,14,16,202112141600,38,0,10,21,152,59,163,,,,,,,3,1607
O,ITCM5,47.24,-95.19,2021,12,14,15,202112141500,35,0,9,21,153,64,37,,,,,,,2,1507
O,ITCM5,47.24,-95.19,2021,12,14,14,202112141400,33,0,8,17,146,67,1,,,,,,,2,1407
O,ITCM5,47.24,-95.19,2021,12,14,13,202112141300,33,0,6,14,136,67,0,,,,,,,2,1307
O,ITCM5,47.24,-95.19,2021,12,14,12,202112141200,32,0,5,10,140,68,0,,,,,,,2,1207
O,ITCM5,47.24,-95.19,2021,12,14,11,202112141100,26,0,3,7,96,78,0,,,,,,,1,1107
O,ITCM5,47.24,-95.19,2021,12,14,10,202112141000,28,0,4,6,87,75,0,,,,,,,1,1007
O,ITCM5,47.24,-95.19,2021,12,14,09,202112140900,28,0,3,7,103,76,0,,,,,,,1,907
O,ITCM5,47.24,-95.19,2021,12,14,08,202112140800,29,0,3,8,127,75,0,,,,,,,1,807
O,ITCM5,47.24,-95.19,2021,12,14,07,202112140700,29,0,3,7,114,74,0,,,,,,,1,707
O,ITCM5,47.24,-95.19,2021,12,14,06,202112140600,30,0,2,5,125,74,0,,,,,,,1,607
O,ITCM5,47.24,-95.19,2021,12,14,05,202112140500,30,0,2,5,128,75,0,,,,,,,1,507
O,ITCM5,47.24,-95.19,2021,12,14,04,202112140400,31,0,1,5,157,72,0,,,,,,,2,407
O,ITCM5,47.24,-95.19,2021,12,14,03,202112140300,32,0,3,6,124,72,0,,,,,,,2,307
O,ITCM5,47.24,-95.19,2021,12,14,02,202112140200,32,0,2,7,128,70,0,,,,,,,2,207
O,ITCM5,47.24,-95.19,2021,12,14,01,202112140100,30,0,1,4,110,76,0,,,,,,,1,107
O,ITCM5,47.24,-95.19,2021,12,14,00,202112140000,27,0,0,2,,85,0,,,,,,,1,7
O,ITCM5,47.24,-95.19,2021,12,13,23,202112132300,28,0,0,2,,79,5,,,,,,,1,2307
O,ITCM5,47.24,-95.19,2021,12,13,22,202112132200,36,0,0,5,,62,60,,,,,,,3,2207
O,ITCM5,47.24,-95.19,2021,12,13,21,202112132100,40,0,3,6,98,50,122,,,,,,,4,2107
O,ITCM5,47.24,-95.19,2021,12,13,20,202112132000,43,0,0,5,,47,223,,,,,,,5,2007
O,ITCM5,47.24,-95.19,2021,12,13,19,202112131900,42,0,4,6,59,49,308,,,,,,,5,1907
O,ITCM5,47.24,-95.19,2021,12,13,18,202112131800,43,0,2,5,320,49,319,,,,,,,5,1807
O,ITCM5,47.24,-95.19,2021,12,13,17,202112131700,39,0,4,8,302,56,305,,,,,,,4,1707
O,ITCM5,47.24,-95.19,2021,12,13,16,202112131600,34,0,3,6,317,72,206,,,,,,,2,1607
O,ITCM5,47.24,-95.19,2021,12,13,15,202112131500,23,0,0,4,,89,56,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,12,13,14,202112131400,17,0,1,5,314,95,2,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,12,13,13,202112131300,19,0,1,3,106,97,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,12,13,12,202112131200,20,0,0,2,,95,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,12,13,11,202112131100,22,0,1,4,141,95,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,12,13,10,202112131000,24,0,1,5,17,90,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,12,13,09,202112130900,28,0,0,5,,84,0,,,,,,,1,907
O,ITCM5,47.24,-95.19,2021,12,13,08,202112130800,30,0,1,7,221,80,0,,,,,,,1,807
O,ITCM5,47.24,-95.19,2021,12,13,07,202112130700,31,0,2,6,287,77,0,,,,,,,1,707
O,ITCM5,47.24,-95.19,2021,12,13,06,202112130600,33,0,2,7,243,71,0,,,,,,,2,607
O,ITCM5,47.24,-95.19,2021,12,13,05,202112130500,35,0,5,13,266,67,0,,,,,,,2,507
O,ITCM5,47.24,-95.19,2021,12,13,04,202112130400,36,0,8,16,235,64,0,,,,,,,3,407
O,ITCM5,47.24,-95.19,2021,12,13,03,202112130300,34,0,1,8,158,71,0,,,,,,,2,307
O,ITCM5,47.24,-95.19,2021,12,13,02,202112130200,34,0,4,10,186,69,0,,,,,,,2,207
O,ITCM5,47.24,-95.19,2021,12,13,01,202112130100,35,0,4,9,183,66,0,,,,,,,2,107
O,ITCM5,47.24,-95.19,2021,12,13,00,202112130000,35,0,3,7,168,65,0,,,,,,,2,7
O,ITCM5,47.24,-95.19,2021,12,12,23,202112122300,36,0,2,7,168,61,6,,,,,,,3,2307
O,ITCM5,47.24,-95.19,2021,12,12,22,202112122200,38,0,2,5,167,61,41,,,,,,,3,2207
O,ITCM5,47.24,-95.19,2021,12,12,21,202112122100,40,0,2,10,208,50,89,,,,,,,4,2107
O,ITCM5,47.24,-95.19,2021,12,12,20,202112122000,43,0.01,5,9,188,44,189,,,,,,,5,2007
O,ITCM5,47.24,-95.19,2021,12,12,19,202112121900,48,0.02,2,10,238,38,357,,,,,,,7,1907
O,ITCM5,47.24,-95.19,2021,12,12,18,202112121800,45,0.01,3,15,220,40,353,,,,,,,6,1807
O,ITCM5,47.24,-95.19,2021,12,12,17,202112121700,39,0.01,5,15,234,49,298,,,,,,,4,1707
O,ITCM5,47.24,-95.19,2021,12,12,16,202112121600,37,0,2,10,241,51,201,,,,,,,4,1607
O,ITCM5,47.24,-95.19,2021,12,12,15,202112121500,32,0,4,13,250,61,63,,,,,,,2,1507
O,ITCM5,47.24,-95.19,2021,12,12,14,202112121400,28,0,3,13,216,68,2,,,,,,,2,1407
O,ITCM5,47.24,-95.19,2021,12,12,13,202112121300,28,0,4,20,223,68,0,,,,,,,2,1307
O,ITCM5,47.24,-95.19,2021,12,12,12,202112121200,28,0,2,10,295,68,0,,,,,,,2,1207
O,ITCM5,47.24,-95.19,2021,12,12,11,202112121100,22,0,2,7,128,82,0,,,,,,,1,1107
O,ITCM5,47.24,-95.19,2021,12,12,10,202112121000,22,0,2,6,114,81,0,,,,,,,1,1007
O,ITCM5,47.24,-95.19,2021,12,12,09,202112120900,23,0,3,9,144,79,0,,,,,,,1,907
O,ITCM5,47.24,-95.19,2021,12,12,08,202112120800,25,0,5,10,177,75,0,,,,,,,1,807
O,ITCM5,47.24,-95.19,2021,12,12,07,202112120700,25,0,4,11,176,75,0,,,,,,,1,707
O,ITCM5,47.24,-95.19,2021,12,12,06,202112120600,25,0,5,10,220,77,0,,,,,,,1,607
O,ITCM5,47.24,-95.19,2021,12,12,05,202112120500,24,0,4,13,201,79,0,,,,,,,1,507
O,ITCM5,47.24,-95.19,2021,12,12,04,202112120400,24,0,6,10,207,79,0,,,,,,,1,407
O,ITCM5,47.24,-95.19,2021,12,12,03,202112120300,21,0,2,7,178,82,0,,,,,,,1,307
O,ITCM5,47.24,-95.19,2021,12,12,02,202112120200,24,0,2,9,220,80,0,,,,,,,1,207
O,ITCM5,47.24,-95.19,2021,12,12,01,202112120100,24,0,3,9,221,78,0,,,,,,,1,107
O,ITCM5,47.24,-95.19,2021,12,12,00,202112120000,24,0,3,10,219,74,0,,,,,,,1,7
O,ITCM5,47.24,-95.19,2021,12,11,23,202112112300,25,0,4,9,232,66,4,,,,,,,2,2307
O,ITCM5,47.24,-95.19,2021,12,11,22,202112112200,27,0,3,15,237,56,62,,,,,,,2,2207
O,ITCM5,47.24,-95.19,2021,12,11,21,202112112100,32,0.01,6,17,264,46,216,,,,,,,3,2107
O,ITCM5,47.24,-95.19,2021,12,11,20,202112112000,33,0.03,5,17,251,41,311,,,,,,,4,2007
O,ITCM5,47.24,-95.19,2021,12,11,19,202112111900,33,0,6,13,242,41,362,,,,,,,4,1907
O,ITCM5,47.24,-95.19,2021,12,11,18,202112111800,35,0.02,5,9,266,32,364,,,,,,,5,1807
O,ITCM5,47.24,-95.19,2021,12,11,17,202112111700,32,0.01,3,7,267,45,311,,,,,,,3,1707
O,ITCM5,47.24,-95.19,2021,12,11,16,202112111600,21,0,0,2,,76,202,,,,,,,1,1607
O,ITCM5,47.24,-95.19,2021,12,11,15,202112111500,6,0,0,2,,79,54,,,,,,,0,1507
O,ITCM5,47.24,-95.19,2021,12,11,14,202112111400,-3,0,0,0,,82,2,,,,,,,0,1407
O,ITCM5,47.24,-95.19,2021,12,11,13,202112111300,-3,0,0,0,,83,0,,,,,,,0,1307
O,ITCM5,47.24,-95.19,2021,12,11,12,202112111200,-2,0,0,0,,84,0,,,,,,,0,1207
O,ITCM5,47.24,-95.19,2021,12,11,11,202112111100,0,0,0,0,,85,0,,,,,,,0,1107
O,ITCM5,47.24,-95.19,2021,12,11,10,202112111000,1,0,0,0,,85,0,,,,,,,0,1007
O,ITCM5,47.24,-95.19,2021,12,11,09,202112110900,2,0,0,0,,87,0,,,,,,,0,907
O,ITCM5,47.24,-95.19,2021,12,11,08,202112110800,5,0,0,0,,89,0,,,,,,,0,807
O,ITCM5,47.24,-95.19,2021,12,11,07,202112110700,8,0,0,0,,91,0,,,,,,,0,707
O,ITCM5,47.24,-95.19,2021,12,11,06,202112110600,11,0,0,0,,94,0,,,,,,,0,607
O,ITCM5,47.24,-95.19,2021,12,11,05,202112110500,14,0,0,0,,95,0,,,,,,,0,507
O,ITCM5,47.24,-95.19,2021,12,11,04,202112110400,16,0,0,0,,94,0,,,,,,,0,407
O,ITCM5,47.24,-95.19,2021,12,11,03,202112110300,18,0,0,2,,94,0,,,,,,,0,307
O,ITCM5,47.24,-95.19,2021,12,11,02,202112110200,21,0,2,4,211,83,0,,,,,,,1,207
O,ITCM5,47.24,-95.19,2021,12,11,01,202112110100,20,0,0,0,,91,0,,,,,,,0,107
O,ITCM5,47.24,-95.19,2021,12,11,00,202112110000,22,0,0,1,,85,0,,,,,,,1,7
O,ITCM5,47.24,-95.19,2021,12,10,23,202112102300,26,0,1,4,173,71,3,,,,,,,1,2307
O,ITCM5,47.24,-95.19,2021,12,10,22,202112102200,28,0,1,3,169,68,35,,,,,,,2,2207
O,ITCM5,47.24,-95.19,2021,12,10,21,202112102100,29,0,1,4,182,65,78,,,,,,,2,2107
O,ITCM5,47.24,-95.19,2021,12,10,20,202112102000,31,0,0,6,,58,110,,,,,,,2,2007
O,ITCM5,47.24,-95.19,2021,12,10,19,202112101900,30,0,3,7,277,60,141,,,,,,,2,1907
O,ITCM5,47.24,-95.19,2021,12,10,18,202112101800,27,0,0,1,,84,154,,,,,,,1,1807
