Lake,Date,Collector,Depth,Device,Measurement,Value,Units,Comment,Flag,QC
Arco,5/13/21,Elizabeth Swanner,8.5,YSI 85,Temperature,4.9,degreesCelsius,,,
Arco,5/13/21,Elizabeth Swanner,9,YSI 85,Temperature,4.8,degreesCelsius,,,
Arco,5/13/21,Elizabeth Swanner,9.5,YSI 85,Temperature,4.8,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,0,YSI 85,Temperature,14.7,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,0.5,YSI 85,Temperature,14.5,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,1,YSI 85,Temperature,14.4,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,1.5,YSI 85,Temperature,14,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,2,YSI 85,Temperature,13.7,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,2.5,YSI 85,Temperature,12.8,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,3,YSI 85,Temperature,12.5,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,3.5,YSI 85,Temperature,12.1,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,4,YSI 85,Temperature,11.6,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,4.5,YSI 85,Temperature,10.6,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,5,YSI 85,Temperature,9.2,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,5.5,YSI 85,Temperature,8.1,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,6,YSI 85,Temperature,7.5,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,6.5,YSI 85,Temperature,6.9,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,7,YSI 85,Temperature,6.7,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,7.5,YSI 85,Temperature,6.6,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,8,YSI 85,Temperature,6.4,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,8.5,YSI 85,Temperature,6.3,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,9,YSI 85,Temperature,6.3,degreesCelsius,,,
Josephine,5/13/21,Elizabeth Swanner,9.5,YSI 85,Temperature,6.3,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,0,YSI 85,Temperature,14.6,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,0.5,YSI 85,Temperature,14.5,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,1,YSI 85,Temperature,14.3,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,1.5,YSI 85,Temperature,14.1,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,2,YSI 85,Temperature,12.3,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,2.5,YSI 85,Temperature,10.6,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,3,YSI 85,Temperature,9,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,3.5,YSI 85,Temperature,7.6,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,4,YSI 85,Temperature,6.5,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,4.5,YSI 85,Temperature,5.9,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,5,YSI 85,Temperature,5.6,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,5.5,YSI 85,Temperature,5.5,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,6,YSI 85,Temperature,5.2,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,6.5,YSI 85,Temperature,5,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,7,YSI 85,Temperature,4.8,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,7.5,YSI 85,Temperature,4.7,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,8,YSI 85,Temperature,4.6,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,8.5,YSI 85,Temperature,4.6,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,9,YSI 85,Temperature,4.6,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,9.5,YSI 85,Temperature,4.5,degreesCelsius,,,
Budd,5/14/21,Elizabeth Swanner,10,YSI 85,Temperature,4.5,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,0,YSI 85,Temperature,14.7,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,0.5,YSI 85,Temperature,14.8,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,1,YSI 85,Temperature,14.8,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,1.5,YSI 85,Temperature,14.7,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,2,YSI 85,Temperature,13.7,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,2.5,YSI 85,Temperature,12.3,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,3,YSI 85,Temperature,10.9,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,3.5,YSI 85,Temperature,8.8,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,4,YSI 85,Temperature,7.7,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,4.5,YSI 85,Temperature,6.8,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,5,YSI 85,Temperature,6.1,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,5.5,YSI 85,Temperature,5.5,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,6,YSI 85,Temperature,5,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,6.5,YSI 85,Temperature,4.6,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,7,YSI 85,Temperature,4.5,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,7.5,YSI 85,Temperature,4.5,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,8,YSI 85,Temperature,4.5,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,8.5,YSI 85,Temperature,4.5,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,9,YSI 85,Temperature,4.5,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,9.5,YSI 85,Temperature,4.5,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,10,YSI 85,Temperature,4.5,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,11,YSI 85,Temperature,4.6,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,12,YSI 85,Temperature,4.8,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,13,YSI 85,Temperature,4.9,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,14,YSI 85,Temperature,5,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,15,YSI 85,Temperature,-99999,degreesCelsius,,,
Deming,5/15/21,Elizabeth Swanner,16,YSI 85,Temperature,-99999,degreesCelsius,,,
Deming,6/19/19,Elizabeth Swanner,0,YSI ProDSS,Dissolved Oxygen,9.1,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,0.772,YSI ProDSS,Dissolved Oxygen,9.1,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,1.272,YSI ProDSS,Dissolved Oxygen,9,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,1.772,YSI ProDSS,Dissolved Oxygen,8.94,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,2.272,YSI ProDSS,Dissolved Oxygen,9.07,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,2.772,YSI ProDSS,Dissolved Oxygen,14.03,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,3.272,YSI ProDSS,Dissolved Oxygen,15.37,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,3.772,YSI ProDSS,Dissolved Oxygen,12.23,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,4.272,YSI ProDSS,Dissolved Oxygen,9.81,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,4.772,YSI ProDSS,Dissolved Oxygen,4.55,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,5.272,YSI ProDSS,Dissolved Oxygen,0.33,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,5.772,YSI ProDSS,Dissolved Oxygen,0.21,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,6.272,YSI ProDSS,Dissolved Oxygen,0.14,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,6.772,YSI ProDSS,Dissolved Oxygen,0.1,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,7.272,YSI ProDSS,Dissolved Oxygen,0.08,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,7.772,YSI ProDSS,Dissolved Oxygen,0.07,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,8.272,YSI ProDSS,Dissolved Oxygen,0.06,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,8.772,YSI ProDSS,Dissolved Oxygen,0.05,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,9.272,YSI ProDSS,Dissolved Oxygen,0.04,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,9.772,YSI ProDSS,Dissolved Oxygen,0.02,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,10.272,YSI ProDSS,Dissolved Oxygen,0.02,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,10.772,YSI ProDSS,Dissolved Oxygen,0.02,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,11.272,YSI ProDSS,Dissolved Oxygen,0.02,milligramsPerLiter,,,0.01
Deming,6/19/19,Elizabeth Swanner,11.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,6/19/19,Elizabeth Swanner,12.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,6/19/19,Elizabeth Swanner,12.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,6/19/19,Elizabeth Swanner,13.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,6/19/19,Elizabeth Swanner,13.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,6/19/19,Elizabeth Swanner,14.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,6/19/19,Elizabeth Swanner,14.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,6/19/19,Elizabeth Swanner,15.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,6/19/19,Elizabeth Swanner,15.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,6/19/19,Elizabeth Swanner,16.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,6/19/19,Elizabeth Swanner,16.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Josephine,6/19/19,Elizabeth Swanner,0.772,YSI ProDSS,Dissolved Oxygen,10.07,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,1.272,YSI ProDSS,Dissolved Oxygen,10.21,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,1.772,YSI ProDSS,Dissolved Oxygen,10.22,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,2.272,YSI ProDSS,Dissolved Oxygen,10.25,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,2.772,YSI ProDSS,Dissolved Oxygen,10.19,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,3.272,YSI ProDSS,Dissolved Oxygen,10.38,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,3.772,YSI ProDSS,Dissolved Oxygen,12.99,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,4.272,YSI ProDSS,Dissolved Oxygen,13.8,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,4.772,YSI ProDSS,Dissolved Oxygen,14.04,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,5.272,YSI ProDSS,Dissolved Oxygen,12.95,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,5.772,YSI ProDSS,Dissolved Oxygen,12.45,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,6.272,YSI ProDSS,Dissolved Oxygen,12.33,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,6.772,YSI ProDSS,Dissolved Oxygen,5.14,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,7.272,YSI ProDSS,Dissolved Oxygen,0.99,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,7.772,YSI ProDSS,Dissolved Oxygen,0.53,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,8.272,YSI ProDSS,Dissolved Oxygen,0.4,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,8.772,YSI ProDSS,Dissolved Oxygen,0.14,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,9.272,YSI ProDSS,Dissolved Oxygen,0.1,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,9.772,YSI ProDSS,Dissolved Oxygen,0.04,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,10.272,YSI ProDSS,Dissolved Oxygen,0.03,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,10.772,YSI ProDSS,Dissolved Oxygen,0.02,milligramsPerLiter,,,0.01
Josephine,6/19/19,Elizabeth Swanner,11.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Arco,6/20/19,Elizabeth Swanner,0,YSI ProDSS,Dissolved Oxygen,-99999,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,0.772,YSI ProDSS,Dissolved Oxygen,9.68,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,1.272,YSI ProDSS,Dissolved Oxygen,9.66,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,1.772,YSI ProDSS,Dissolved Oxygen,9.64,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,2.272,YSI ProDSS,Dissolved Oxygen,9.72,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,2.772,YSI ProDSS,Dissolved Oxygen,17.08,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,3.272,YSI ProDSS,Dissolved Oxygen,16.75,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,3.772,YSI ProDSS,Dissolved Oxygen,11.7,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,4.272,YSI ProDSS,Dissolved Oxygen,9.5,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,4.772,YSI ProDSS,Dissolved Oxygen,8.2,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,5.272,YSI ProDSS,Dissolved Oxygen,7,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,5.772,YSI ProDSS,Dissolved Oxygen,6.2,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,6.272,YSI ProDSS,Dissolved Oxygen,5.7,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,6.772,YSI ProDSS,Dissolved Oxygen,5.5,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,7.272,YSI ProDSS,Dissolved Oxygen,5.3,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,7.772,YSI ProDSS,Dissolved Oxygen,5,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,8.272,YSI ProDSS,Dissolved Oxygen,4.9,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,8.772,YSI ProDSS,Dissolved Oxygen,4.9,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,9.272,YSI ProDSS,Dissolved Oxygen,4.8,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,9.772,YSI ProDSS,Dissolved Oxygen,4.8,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,10.272,YSI ProDSS,Dissolved Oxygen,4.8,milligramsPerLiter,,,0.01
Arco,6/20/19,Elizabeth Swanner,10.772,YSI ProDSS,Dissolved Oxygen,4.9,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,0,YSI ProDSS,Dissolved Oxygen,-99999,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,0.772,YSI ProDSS,Dissolved Oxygen,8.92,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,1.272,YSI ProDSS,Dissolved Oxygen,8.39,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,1.772,YSI ProDSS,Dissolved Oxygen,8.5,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,2.272,YSI ProDSS,Dissolved Oxygen,10.17,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,2.772,YSI ProDSS,Dissolved Oxygen,12.63,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,3.272,YSI ProDSS,Dissolved Oxygen,13.65,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,3.772,YSI ProDSS,Dissolved Oxygen,11.1,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,4.272,YSI ProDSS,Dissolved Oxygen,0.55,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,4.772,YSI ProDSS,Dissolved Oxygen,0.31,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,5.272,YSI ProDSS,Dissolved Oxygen,0.24,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,5.772,YSI ProDSS,Dissolved Oxygen,0.2,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,6.272,YSI ProDSS,Dissolved Oxygen,0.16,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,6.772,YSI ProDSS,Dissolved Oxygen,0.13,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,7.272,YSI ProDSS,Dissolved Oxygen,0.11,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,7.772,YSI ProDSS,Dissolved Oxygen,0.1,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,8.272,YSI ProDSS,Dissolved Oxygen,0.09,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,8.772,YSI ProDSS,Dissolved Oxygen,0.08,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,9.272,YSI ProDSS,Dissolved Oxygen,0.07,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,9.772,YSI ProDSS,Dissolved Oxygen,0.06,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,10.272,YSI ProDSS,Dissolved Oxygen,0.06,milligramsPerLiter,,,0.01
Budd,6/20/19,Elizabeth Swanner,10.772,YSI ProDSS,Dissolved Oxygen,0.05,milligramsPerLiter,,,0.01
Deming,5/27/20,Elizabeth Swanner,0,YSI ProDSS,Dissolved Oxygen,9.16,milligramsPerLiter,,,0.01
Deming,5/27/20,Elizabeth Swanner,0.772,YSI ProDSS,Dissolved Oxygen,9.36,milligramsPerLiter,,,0.01
Deming,5/27/20,Elizabeth Swanner,1.272,YSI ProDSS,Dissolved Oxygen,9.25,milligramsPerLiter,,,0.01
Deming,5/27/20,Elizabeth Swanner,1.772,YSI ProDSS,Dissolved Oxygen,9.46,milligramsPerLiter,,,0.01
Deming,5/27/20,Elizabeth Swanner,2.272,YSI ProDSS,Dissolved Oxygen,11.62,milligramsPerLiter,,,0.01
Deming,5/27/20,Elizabeth Swanner,2.772,YSI ProDSS,Dissolved Oxygen,11.86,milligramsPerLiter,,,0.01
Deming,5/27/20,Elizabeth Swanner,3.272,YSI ProDSS,Dissolved Oxygen,11.6,milligramsPerLiter,,,0.01
Deming,5/27/20,Elizabeth Swanner,3.772,YSI ProDSS,Dissolved Oxygen,8.48,milligramsPerLiter,,,0.01
Deming,5/27/20,Elizabeth Swanner,4.272,YSI ProDSS,Dissolved Oxygen,4.53,milligramsPerLiter,,,0.01
Deming,5/27/20,Elizabeth Swanner,4.772,YSI ProDSS,Dissolved Oxygen,0.51,milligramsPerLiter,,,0.01
Deming,5/27/20,Elizabeth Swanner,5.272,YSI ProDSS,Dissolved Oxygen,0.08,milligramsPerLiter,,,0.01
Deming,5/27/20,Elizabeth Swanner,5.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,6.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,6.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,7.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,7.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,8.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,8.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,9.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,9.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,10.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,10.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,11.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,11.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,12.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,12.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,13.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,13.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,14.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,14.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,15.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,15.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,16.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,5/27/20,Elizabeth Swanner,16.772,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,1/12/21,Elizabeth Swanner,0,YSI ProDSS,Dissolved Oxygen,8.59,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,0.772,YSI ProDSS,Dissolved Oxygen,7.09,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,1.272,YSI ProDSS,Dissolved Oxygen,6.73,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,1.772,YSI ProDSS,Dissolved Oxygen,6.08,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,2.272,YSI ProDSS,Dissolved Oxygen,5.69,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,2.772,YSI ProDSS,Dissolved Oxygen,5.35,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,3.272,YSI ProDSS,Dissolved Oxygen,5.1,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,3.772,YSI ProDSS,Dissolved Oxygen,4.59,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,4.272,YSI ProDSS,Dissolved Oxygen,4.26,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,4.772,YSI ProDSS,Dissolved Oxygen,4.12,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,5.272,YSI ProDSS,Dissolved Oxygen,4.04,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,5.772,YSI ProDSS,Dissolved Oxygen,3.69,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,6.272,YSI ProDSS,Dissolved Oxygen,2.96,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,6.772,YSI ProDSS,Dissolved Oxygen,1.73,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,7.272,YSI ProDSS,Dissolved Oxygen,1.38,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,7.772,YSI ProDSS,Dissolved Oxygen,0.54,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,8.272,YSI ProDSS,Dissolved Oxygen,0.16,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,8.772,YSI ProDSS,Dissolved Oxygen,0.05,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,9.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,,0.01
Deming,1/12/21,Elizabeth Swanner,10.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,1/12/21,Elizabeth Swanner,11.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,1/12/21,Elizabeth Swanner,12.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,1/12/21,Elizabeth Swanner,13.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
Deming,1/12/21,Elizabeth Swanner,14.272,YSI ProDSS,Dissolved Oxygen,0.01,milligramsPerLiter,,BDL,0.01
